record_id,country,age,gender,marital,,,child_dependants,healthtype_3,healthtype_2,role,role_other,healthtype,screening_2,jobrole,,experience_1,experience_2,experience_3,experience_4,prevention_1,prevention_2,skills_1,skills_2,belief,conseq_beliefs_1,conseq_beliefs_2,conseq_beliefs_3,intentions,environment_context_1,environment_context_2,environment_context_3,environment_context_4,supplies_1,social_influence_1,social_influence_2,social_influence_3,emotion_1,emotion_2,emotion_3,emotion_4,emotion_5,trust_1,trust_2,trust_3,
69,Uganda,21,Female,Single (never married),,,None,Wakiso,public,Midwife,,maternity,daily,Fulltime,,Yes,No,Yes,Yes,Yes,Yes,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly disagree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,agree,strongly agree.,strongly agree.,strongly agree.,agree,agree,strongly disagree,agree,agree,all of the time,most of the time,most of the time,
70,Uganda,19,Female,Single (never married),,,None,Kyenjojo,private,Nurse,,Medical unit,daily,student,,No,Yes,Yes,Yes,Yes,NA,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,disagree,strongly disagree,strongly disagree,all of the time,all of the time,all of the time,
71,Uganda,31,Male,Single (never married),,,None,Kampala,public,Medical doctor,,Other,daily,Fulltime,,Unsure,Yes,Unsure,Unsure,Yes,Yes,somewhat agree,agree,agree,disagree,agree,strongly agree.,somewhat agree,somewhat agree,disagree,strongly disagree,neither agree nor disagree,somewhat agree,disagree,agree,neither agree nor disagree,strongly agree.,strongly agree.,somewhat disagree,agree,somewhat agree,at no time,less than half of the time,less than half of the time,
72,Uganda,69,NA,Married,,,1,Kampala,private,Consultant,,paediatric,daily,Fulltime,,No,No,Yes,Yes,Yes,Yes,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,somewhat agree,strongly agree.,strongly agree.,strongly agree.,agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,disagree,NA,strongly disagree,most of the time,most of the time,all of the time,
73,Uganda,46,Male,Single (never married),,,None,Kampala,public,Consultant,,paediatric,daily,Fulltime,,Yes,Yes,Yes,Yes,Yes,No,somewhat agree,somewhat agree,strongly agree.,disagree,agree,somewhat agree,strongly agree.,somewhat agree,disagree,somewhat disagree,disagree,agree,somewhat agree,strongly agree.,neither agree nor disagree,agree,strongly agree.,somewhat disagree,agree,agree,less than half of the time,less than half of the time,some of the time,
74,Uganda,30,Male,NA,,,2,kikuube,public,Medical doctor,,Other,more than one day per week,Fulltime,,No,Yes,Yes,Yes,Yes,NA,somewhat agree,agree,agree,somewhat agree,agree,neither agree nor disagree,agree,disagree,strongly disagree,strongly disagree,somewhat agree,disagree,somewhat disagree,strongly agree.,agree,strongly agree.,strongly agree.,strongly disagree,agree,disagree,at no time,some of the time,less than half of the time,
75,Uganda,51,Female,Married,,,2,Kampala,public,Medical doctor,,paediatric,more than one day per week,Fulltime,,Yes,No,Yes,Yes,Yes,Yes,agree,somewhat agree,agree,somewhat agree,agree,disagree,strongly agree.,agree,disagree,strongly agree.,somewhat agree,somewhat disagree,agree,agree,agree,agree,strongly agree.,somewhat disagree,neither agree nor disagree,somewhat agree,more than half of the time,most of the time,most of the time,
76,Uganda,69,Male,Married,,,None,Kampala . Makindye Division,private,Medical doctor,,Medical unit,more than one day per week,retired,,No,No,No,No,Yes,Yes,somewhat disagree,somewhat agree,somewhat disagree,somewhat agree,agree,agree,agree,somewhat agree,agree,strongly disagree,somewhat disagree,strongly agree.,somewhat agree,strongly agree.,neither agree nor disagree,strongly agree.,strongly agree.,strongly agree.,agree,disagree,some of the time,most of the time,all of the time,
77,Uganda,58,Male,Married,,,None,Kampala,public,Administrative,,Other,NA,retired,,No,No,No,No,Yes,Yes,NA,NA,agree,agree,agree,disagree,agree,NA,agree,NA,NA,NA,agree,agree,NA,agree,agree,agree,disagree,agree,NA,NA,NA,
78,Uganda,32,Male,Living with partner,,,2,Kampala,public,Medical doctor,,Medical unit,rarely,student,,No,No,Yes,No,Yes,Yes,disagree,somewhat agree,somewhat disagree,agree,somewhat agree,somewhat agree,agree,somewhat agree,disagree,somewhat agree,somewhat agree,strongly agree.,agree,agree,strongly agree.,agree,agree,somewhat agree,somewhat agree,somewhat disagree,more than half of the time,most of the time,most of the time,
79,Uganda,62,Male,Widowed,,,1,Masindi,private,Other,,Other,NA,retired,,No,No,No,No,No,No,strongly disagree,strongly disagree,somewhat agree,somewhat disagree,strongly agree.,strongly agree.,strongly agree.,disagree,strongly disagree,strongly disagree,disagree,disagree,disagree,disagree,strongly disagree,strongly agree.,strongly agree.,agree,strongly agree.,agree,at no time,at no time,less than half of the time,
80,Uganda,32,Male,Living with partner,,,None,Arua,private,Medical doctor,,Medical unit,more than one day per week,Fulltime,,No,Yes,Yes,Yes,Not sure,Yes,agree,agree,somewhat agree,disagree,agree,strongly agree.,agree,agree,disagree,agree,agree,agree,disagree,agree,agree,agree,agree,strongly agree.,somewhat disagree,agree,some of the time,some of the time,some of the time,
81,Uganda,36,Female,Married,,,3,Luwero,public,Medical doctor,,Medical unit,more than one day per week,Fulltime,,Yes,Yes,Yes,Yes,Yes,Yes,disagree,agree,agree,disagree,somewhat agree,disagree,disagree,strongly disagree,strongly disagree,agree,somewhat agree,strongly agree.,disagree,strongly disagree,somewhat agree,strongly agree.,strongly agree.,agree,agree,somewhat disagree,more than half of the time,more than half of the time,some of the time,
82,Uganda,34,Male,Married,,,4,Serere ,public,Medical doctor,,Medical unit,daily,Fulltime,,Unsure,No,No,Unsure,Yes,Yes,strongly agree.,strongly agree.,strongly agree.,somewhat agree,strongly agree.,strongly agree.,strongly agree.,neither agree nor disagree,strongly disagree,strongly disagree,disagree,strongly disagree,neither agree nor disagree,strongly agree.,agree,strongly agree.,strongly agree.,strongly agree.,strongly disagree,strongly disagree,all of the time,all of the time,some of the time,
83,Uganda,36,Female,Widowed,,,3,Kampala,private,Medical doctor,,maternity,daily,part time,,No,No,Yes,No,Yes,No,disagree,agree,disagree,NA,strongly agree.,disagree,agree,disagree,strongly disagree,strongly disagree,neither agree nor disagree,strongly agree.,agree,agree,agree,agree,agree,agree,somewhat agree,agree,some of the time,some of the time,some of the time,
84,Uganda,27,Male,Living with partner,,,None,Soroti,private,Medical doctor,,Medical unit,daily,Fulltime,,No,No,No,Yes,Yes,Yes,agree,agree,strongly agree.,agree,neither agree nor disagree,strongly agree.,strongly agree.,agree,somewhat disagree,strongly disagree,somewhat disagree,strongly agree.,somewhat agree,strongly agree.,strongly agree.,agree,strongly agree.,neither agree nor disagree,strongly agree.,agree,at no time,some of the time,all of the time,
85,Uganda,38,Female,Prefer not to say,,,Prefer not to say,Entebbe,private,Medical doctor,,Other,daily,Fulltime,,Unsure,No,Unsure,Unsure,Yes,No,strongly disagree,strongly disagree,strongly disagree,disagree,agree,somewhat disagree,strongly disagree,disagree,disagree,disagree,NA,strongly agree.,strongly disagree,strongly agree.,somewhat agree,NA,NA,NA,strongly agree.,somewhat agree,NA,NA,NA,
86,Uganda,32,Male,Prefer not to say,,,None,Moroto,public,Medical doctor,,isolation ward,daily,Fulltime,,Yes,Yes,Yes,Yes,Yes,Yes,strongly agree.,agree,agree,somewhat agree,agree,agree,agree,somewhat agree,somewhat disagree,somewhat disagree,somewhat agree,somewhat disagree,agree,agree,somewhat agree,disagree,agree,disagree,agree,agree,NA,NA,NA,
87,Uganda,29,Male,Married,,,4,Nebbi,public,Medical doctor,,maternity,daily,Fulltime,,Yes,Yes,Yes,Yes,Yes,No,somewhat agree,agree,somewhat agree,somewhat agree,agree,agree,agree,agree,strongly disagree,strongly agree.,agree,strongly disagree,somewhat agree,agree,agree,agree,agree,neither agree nor disagree,agree,somewhat agree,less than half of the time,most of the time,some of the time,
88,Uganda,28,Female,Married,,,2,Lira,private,Medical doctor,,maternity,daily,Fulltime,,No,No,Yes,No,Yes,Yes,agree,strongly agree.,agree,somewhat disagree,strongly agree.,agree,agree,agree,disagree,strongly agree.,disagree,agree,agree,strongly agree.,strongly agree.,agree,somewhat agree,somewhat agree,strongly disagree,disagree,at no time,all of the time,all of the time,
89,Uganda,28,Male,Single (never married),,,3,Jinja,private,Medical doctor,,Medical unit,daily,part time,,Yes,Yes,No,Yes,Yes,Yes,somewhat agree,somewhat agree,strongly agree.,somewhat agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,somewhat agree,somewhat agree,somewhat disagree,somewhat agree,somewhat agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,somewhat agree,strongly agree.,strongly agree.,most of the time,most of the time,most of the time,
90,Uganda,31,Male,Living with partner,,,2,Kanungu,public,Medical doctor,,surgical,daily,Fulltime,,Yes,Yes,Yes,Yes,Yes,No,neither agree nor disagree,agree,agree,strongly agree.,agree,agree,strongly agree.,somewhat agree,strongly agree.,agree,disagree,disagree,somewhat agree,agree,agree,strongly agree.,strongly agree.,agree,strongly agree.,agree,some of the time,more than half of the time,more than half of the time,
91,Uganda,64,Male,Widowed,,,None,Mbarara,public,Medical doctor,,paediatric,daily,Fulltime,,No,No,Yes,No,NA,NA,disagree,somewhat agree,agree,agree,agree,agree,agree,neither agree nor disagree,disagree,somewhat agree,disagree,agree,disagree,agree,agree,strongly agree.,agree,agree,agree,agree,more than half of the time,less than half of the time,less than half of the time,
92,Uganda,58,Male,Married,,,None,Kampala,public,Administrative,,Other,NA,retired,,No,No,No,No,Yes,Yes,NA,NA,agree,agree,agree,disagree,agree,NA,agree,NA,NA,NA,agree,agree,NA,agree,agree,agree,disagree,agree,NA,NA,NA,
93,Uganda,44,Male,Married,,,5+,Kampala ,public,Medical doctor,,Other,NA,Fulltime,,No,No,No,Yes,Yes,No,disagree,disagree,strongly agree.,agree,agree,agree,agree,agree,disagree,agree,somewhat disagree,strongly agree.,somewhat disagree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,somewhat agree,strongly disagree,somewhat disagree,less than half of the time,less than half of the time,at no time,
94,Uganda,43,Female,Married,,,4,Wakiso,public,Medical doctor,,Medical unit,daily,Fulltime,,No,No,Yes,No,Yes,Yes,strongly agree.,strongly agree.,strongly agree.,agree,strongly agree.,disagree,strongly agree.,agree,strongly agree.,disagree,agree,agree,strongly agree.,agree,agree,agree,agree,somewhat agree,strongly disagree,strongly disagree,most of the time,most of the time,most of the time,
95,Uganda,59,Female,Married,,,None,Naguru hospital ,public,Consultant,,surgical,more than one day per week,Fulltime,,No,No,Yes,Yes,Yes,No,strongly disagree,somewhat agree,neither agree nor disagree,strongly disagree,strongly agree.,strongly agree.,strongly agree.,disagree,strongly disagree,neither agree nor disagree,neither agree nor disagree,strongly agree.,agree,strongly agree.,neither agree nor disagree,strongly agree.,strongly agree.,strongly agree.,agree,somewhat disagree,some of the time,some of the time,some of the time,
96,Uganda,56,Male,Living with partner,,,2,Kampala,public,Allied health professional,,Medical unit,daily,Fulltime,,Yes,No,Yes,No,Yes,No,strongly disagree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly disagree,strongly disagree,strongly disagree,strongly agree.,strongly agree.,strongly disagree,strongly agree.,strongly disagree,strongly agree.,strongly disagree,strongly agree.,strongly agree.,strongly agree.,all of the time,all of the time,all of the time,
97,Uganda,25,Male,Single (never married),,,4,Entebbe,private,Other,,emergency,rarely,part time,,Unsure,No,No,Unsure,Yes,Yes,strongly agree.,strongly agree.,strongly agree.,agree,strongly agree.,strongly disagree,strongly agree.,disagree,strongly disagree,strongly agree.,somewhat agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,disagree,strongly agree.,strongly agree.,most of the time,some of the time,some of the time,
98,Uganda,40,Male,Married,,,4,Mbarara,public,Consultant,,emergency,daily,Fulltime,,Yes,Yes,Yes,Yes,Yes,Yes,strongly agree.,strongly agree.,strongly agree.,agree,strongly agree.,disagree,strongly agree.,agree,disagree,strongly agree.,somewhat agree,disagree,agree,strongly agree.,agree,somewhat agree,disagree,disagree,strongly agree.,disagree,some of the time,most of the time,most of the time,
99,Uganda,31,Male,Living with partner,,,3,Moyo,public,Medical doctor,,surgical,daily,Fulltime,,Yes,Yes,Yes,Yes,Yes,Yes,agree,strongly agree.,agree,disagree,agree,strongly disagree,strongly disagree,agree,disagree,strongly agree.,disagree,disagree,disagree,agree,somewhat agree,strongly agree.,strongly agree.,somewhat agree,agree,strongly disagree,less than half of the time,more than half of the time,less than half of the time,
100,Uganda,31,Male,Married,,,1,Mbarara,public,Nurse,,infectious disease ward,daily,Fulltime,,Yes,No,No,No,Yes,Yes,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,all of the time,all of the time,all of the time,
101,Uganda,32,Female,Married,,,2,Nakaseke,public,Other,,Laboratory,more than one day per week,Fulltime,,Yes,Yes,Yes,Yes,Yes,Yes,disagree,disagree,strongly disagree,disagree,disagree,disagree,strongly disagree,strongly disagree,disagree,strongly disagree,somewhat disagree,somewhat disagree,somewhat disagree,disagree,disagree,strongly disagree,disagree,strongly agree.,somewhat disagree,somewhat disagree,most of the time,more than half of the time,most of the time,
102,Uganda,65,Male,Married,,,1,Ibanda municipality,private,Medical doctor,,Medical unit,daily,Fulltime,,Yes,Yes,No,No,Yes,No,agree,agree,agree,strongly agree.,agree,agree,agree,disagree,agree,strongly disagree,strongly disagree,agree,somewhat disagree,somewhat disagree,agree,strongly agree.,strongly agree.,agree,agree,disagree,all of the time,all of the time,some of the time,
103,Uganda,30,Female,Married,,,2,Isingiro,public,Nurse,,Other,daily,Fulltime,,Yes,Yes,Yes,Yes,Yes,NA,disagree,agree,agree,strongly disagree,agree,disagree,strongly agree.,agree,agree,agree,agree,agree,agree,agree,agree,strongly agree.,strongly agree.,strongly disagree,strongly agree.,agree,all of the time,some of the time,some of the time,
104,Uganda,46,Female,Widowed,,,4,Central 2 nakasongola center iv,public,Administrative,,Other,daily,Fulltime,,Yes,No,Yes,Yes,Yes,Yes,disagree,strongly agree.,agree,disagree,agree,strongly agree.,strongly agree.,agree,disagree,strongly agree.,strongly agree.,disagree,agree,strongly agree.,agree,strongly agree.,strongly agree.,disagree,agree,agree,some of the time,some of the time,most of the time,
105,Uganda,46,Female,Widowed,,,4,Central 2 nakasongola center iv,public,Administrative,,Other,daily,Fulltime,,Yes,No,Yes,Yes,Yes,Yes,disagree,strongly agree.,agree,disagree,agree,strongly agree.,strongly agree.,agree,disagree,strongly agree.,strongly agree.,disagree,agree,strongly agree.,agree,strongly agree.,strongly agree.,disagree,agree,agree,some of the time,some of the time,most of the time,
106,Uganda,50,Female,Married,,,1,Kampala,public,Medical doctor,,maternity,daily,Fulltime,,No,Yes,Yes,Yes,Yes,NA,disagree,agree,neither agree nor disagree,neither agree nor disagree,agree,somewhat agree,strongly agree.,somewhat disagree,somewhat disagree,neither agree nor disagree,neither agree nor disagree,agree,somewhat agree,agree,disagree,agree,agree,agree,agree,somewhat agree,some of the time,some of the time,some of the time,
