cid,id,country,age,sex,marital,education,educ other,chn,region,hospital,job role,other prof,work unit,contact freq,job type,train years,experience_1,experience_2,experience_3,e_do_care,can manage,continue manage,general training,received ipc training,can don,can follow,55) s_can protect,is protected,will use,proto exists,can access,has isolation,get support,expected I follow,expected to follow,colleagues follow,encouraged by staff,concerned about family,risk concerned,afraid of patients,accept risk,trust_1,trust_2,trust_3
hcw_8484,72,Senegal,36,Masculin,célibataire,DESS,,0,Dakar,hopital de niveau III,Médical (e),,hopital,more than one day per week,,8,Yes ,Yes ,Yes ,,Totally agree,totally agree,totally agree,totally agree,totally agree,agree,rather agree,rather agree,agree,Yes ,Yes ,Yes , Do not know,rather agree,Yes ,Yes ,Yes ,Yes ,No,No,Yes ,most of the time,part of the time,without opinion
hcw_8485,73,Senegal,30,Féminin,mari(é),DESS,,1,Dakar,hopital de niveau III,Médical (e),,hopital,more than one day per week,,8,No,Yes ,Yes ,,Totally agree,totally agree,agree,agree,totally agree,totally agree,agree,agree,totally agree,Yes ,Yes ,Yes ,Yes ,totally agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,No,all the time,part of the time,agree
hcw_8486,74,Senegal,49,Féminin,célibataire,BFEM,,0,Dakar,hopital de niveau III,Paramédical (e),,hopital,quotidiennement,,16,No,Yes ,Yes ,,Totally agree,Agree,totally agree,agree,agree,agree,agree,rather agree,totally agree,Yes ,Yes ,Yes ,Yes ,totally agree,Yes ,Yes ,Yes ,No,Yes ,Yes ,Yes ,all the time,all the time,rather agree
hcw_8487,75,Senegal,25,Féminin,divorcé(e),BFEM,,1,Dakar,hopital de niveau III,Etudiant (e),,service des maladies infectieuses,quotidiennement,,6, Do not know,No,No,,rather  disagree,without opinion,rather disagree,disagree,totally agree,totally agree,totally agree,totally agree,without opinion,Yes ,No, Do not know, Do not know,totally agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,No,all the time,all the time,without opinion
hcw_8488,76,Senegal,22,Féminin,célibataire,doctorat,,0,Dakar,hopital de niveau III,Etudiant (e),,unité de soins intensifs,quotidiennement,,2,No,No,No,,Agree,Agree,disagree,disagree,disagree,totally agree,not agree at all,agree,totally agree,Yes ,No,Yes , Do not know,totally agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,No,all the time,most of the time,without opinion
hcw_8489,77,Senegal,43,Féminin,célibataire,baccalauréat,,0,Dakar,hopital de niveau III,Médical (e),,hopital,rarement,,18,No,Yes ,No,,Totally agree,totally agree,totally agree,totally agree,totally agree,totally agree,totally agree,totally agree,totally agree,Yes ,Yes ,Yes ,Yes ,totally agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes ,all the time,all the time,totally agree
hcw_8490,78,Senegal,48,Féminin,mari(é),BFEM,,0,Dakar,hopital de niveau III,Administratif et technique,,hopital,rarement,,20, Do not know,Yes ,Yes ,,Totally agree,totally agree,agree,totally agree,totally agree,totally agree,agree,totally agree,totally agree,Yes ,Yes , Do not know,No,totally agree,Yes ,Yes ,Yes ,Yes , Do not know,No,Yes ,all the time,all the time,totally agree
hcw_8491,79,Senegal,34,Féminin,mari(é),BFEM,,2,Dakar,hopital de niveau III,Administratif et technique,,hopital,quotidiennement,,7,No,Yes ,No,,Totally agree,totally agree,totally agree,totally agree,totally agree,totally agree,totally agree,totally agree,totally agree,Yes ,Yes ,Yes ,Yes ,totally agree,Yes ,Yes ,Yes ,Yes ,No,No,Yes ,all the time,all the time,totally agree
hcw_8492,80,Senegal,23,Masculin,mari(é),baccalauréat,,0,Dakar,hopital de niveau III,Administratif et technique,,hopital,quotidiennement,,7,No,Yes ,No,,Totally agree,totally agree,totally agree,totally agree,totally agree,totally agree,totally agree,totally agree,totally agree,Yes ,Yes ,Yes , Do not know,totally agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes ,all the time,all the time,totally agree
hcw_8493,81,Senegal,47,Masculin,mari(é),primaire,,0,Dakar,hopital de niveau III,Administratif et technique,,hopital,quotidiennement,,17,Yes ,Yes ,No,,Totally agree,totally agree,disagree,disagree,totally agree,totally agree,totally agree,totally agree,totally agree,Yes ,Yes ,Yes ,Yes ,totally agree,Yes ,Yes ,Yes ,No,Yes ,No,Yes ,all the time,part of the time,agree
hcw_8494,82,Senegal,35,Féminin,mari(é),primaire,,3,Dakar,hopital de niveau III,Paramédical (e),,hopital,quotidiennement,,10,No,Yes ,No,,Totally agree,totally agree,totally agree,totally agree,totally agree,totally agree,totally agree,totally agree,totally agree,Yes ,Yes ,Yes ,Yes ,totally agree,Yes , Do not know,Yes ,Yes ,No,No,Yes ,all the time,all the time,totally agree
hcw_8495,83,Senegal,36,Féminin,mari(é),licence,,4,Dakar,hopital de niveau III,Paramédical (e),,urgences,more than one day per week,,3,Yes ,Yes ,Yes ,,disagree,Agree,agree,agree,agree,agree,agree,totally agree,agree,Yes ,Yes ,Yes , Do not know,agree,Yes ,Yes ,Yes ,Yes ,Yes ,Yes ,Yes ,all the time,all the time,totally agree
hcw_8496,84,Senegal,26,Masculin,mari(é),BFEM,,4,Dakar,hopital de niveau II,Administratif et technique,,hopital,quotidiennement,,1,Yes ,Yes ,Yes ,,not agree at all,not agree at all,totally agree,agree,disagree,disagree,disagree,totally agree,agree,Yes ,Yes ,Yes , Do not know,totally agree,Yes , Do not know,Yes ,Yes ,No,No,Yes ,all the time,all the time,totally agree
hcw_8497,85,Senegal,28,Masculin,célibataire,BFEM,,3,Dakar,hopital de niveau III,Administratif et technique,,hopital, Do not know,,3,No,Yes ,Yes ,,Totally agree,totally agree,totally agree,totally agree,totally agree,not agree at all,totally agree,totally agree,totally agree,Yes ,No,No,No,totally agree,Yes ,Yes ,Yes ,Yes ,No,No,Yes ,all the time,most of the time,totally agree
hcw_8498,86,Senegal,34,Masculin,mari(é),CES0,,2,Dakar,hopital de niveau III,Administratif et technique,,hopital, Do not know,,5,No, Do not know,No,,Agree,totally agree,disagree,disagree,disagree,disagree,totally agree,totally agree,totally agree,Yes ,Yes ,Yes ,Yes ,totally agree,Yes , Do not know,Yes ,Yes ,Yes , Do not know,Yes ,all the time,all the time,totally agree
hcw_8499,87,Senegal,24,Féminin,mari(é),BFEM,,1,Dakar,hopital de niveau III,Administratif et technique,,hopital,aucun contact avec les patients,,2,No,Yes ,No,,Totally agree,totally agree,without opinion,without opinion,totally agree,totally agree,totally agree,totally agree,totally agree,Yes ,No,Yes , Do not know,totally agree,Yes ,Yes ,Yes ,Yes ,Yes , Do not know,Yes ,all the time,all the time,totally agree
hcw_8500,88,Senegal,25,Féminin,célibataire,BFEM,,0,Dakar,hopital de niveau I,Paramédical (e),,hopital,quotidiennement,,4,Yes ,Yes ,Yes ,,Totally agree,totally agree,totally agree,totally agree,totally agree,totally agree,totally agree,totally agree,totally agree,Yes ,Yes ,Yes ,No,totally agree,Yes ,Yes ,Yes ,Yes ,Yes ,Yes ,Yes ,all the time, more than half the time,without opinion
hcw_8501,89,Senegal,23,Masculin,célibataire,baccalauréat,,1,Dakar,hopital de niveau II,Administratif et technique,,hopital, Do not know,,1,Yes ,Yes ,Yes ,,somewhat agree,somewhat agree,rather agree,somewhat agree,totally agree,totally agree,without opinion,agree,totally agree,Yes ,Yes ,Yes ,Yes ,totally agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes ,part of the time,most of the time,rather agree
hcw_8502,90,Senegal,32,Féminin,célibataire,certicat,,0,Dakar,hopital de niveau II,Médical (e),,hopital,quotidiennement,,7,No,Yes ,No,,without opinion,without opinion,agree,agree,totally agree,agree,disagree,agree,totally agree,Yes ,Yes ,No, Do not know,totally agree,Yes , Do not know, Do not know,Yes ,No,No,Yes ,most of the time,most of the time,rather agree
hcw_8503,91,Senegal,28,Masculin,mari(é),baccalauréat,,4,Dakar,hopital de niveau II,Administratif et technique,,hopital,rarement,,3,Yes ,Yes ,Yes ,,Totally agree,totally agree,agree,agree,agree,agree,agree,agree,agree,Yes ,Yes ,No,Yes ,agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes ,most of the time,most of the time,totally agree
hcw_8504,92,Senegal,25,Féminin,célibataire,BFEM,,0,Dakar,hopital de niveau II,Administratif et technique,,hopital,aucun contact avec les patients,,1,No, Do not know,No,,Totally agree,totally agree,totally agree,totally agree,totally agree,totally agree,totally agree,totally agree,totally agree,Yes ,Yes ,Yes ,Yes ,totally agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes ,all the time,all the time,totally agree
hcw_8505,93,Senegal,47,Féminin,célibataire,primaire,,0,Dakar,hopital de niveau III,Paramédical (e),,hopital,quotidiennement,,16,Yes ,Yes ,No,,Agree,without opinion,totally agree,totally agree,not agree at all,not agree at all,totally agree,totally agree,totally agree,No,No,Yes , Do not know,totally agree,Yes ,Yes ,Yes ,Yes ,No, Do not know,Yes ,all the time,all the time,totally agree
hcw_8506,94,Senegal,37,Masculin,mari(é),licence,,2,Dakar,hopital de niveau I,Paramédical (e),,hopital,quotidiennement,,10,Yes ,Yes ,Yes ,,Totally agree,totally agree,agree,agree,totally agree,totally agree,agree,agree,totally agree,Yes ,Yes ,Yes ,Yes ,totally agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes ,all the time,most of the time,agree
hcw_8507,95,Senegal,37,Masculin,mari(é),master,,3,Dakar,hopital de niveau I,Paramédical (e),,hopital, Do not know,,8, Do not know,Yes ,Yes ,,Totally agree,totally agree,not agree at all,totally agree,totally agree,totally agree,totally agree,totally agree,totally agree,Yes ,Yes ,Yes ,Yes ,totally agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,No,all the time,most of the time,without opinion
hcw_8508,96,Senegal,35,Féminin,mari(é),master,,1,Dakar,hopital de niveau I,Paramédical (e),,hopital,quotidiennement,,7,No,No,Yes ,, , , , , , , , , , , , , , , , , , , , , , , , 
hcw_8509,97,Senegal,50,Féminin,mari(é),licence,,3,Dakar,hopital de niveau III,Paramédical (e),,hopital,quotidiennement,,18,No,Yes ,Yes ,,Totally agree,Agree,rather agree,agree,agree,agree,agree,agree,totally agree,No,No,Yes , Do not know,totally agree,Yes ,Yes ,Yes ,Yes ,Yes , Do not know,Yes ,most of the time,most of the time,agree
hcw_8510,98,Senegal,23,Féminin,mari(é),BFEM,,0,Dakar,hopital de niveau III,Etudiant (e),,hopital,quotidiennement,,4,Yes ,Yes ,Yes ,,Totally agree,totally agree,disagree,totally agree,rather agree,totally agree,disagree,totally agree,totally agree,Yes ,Yes ,Yes ,Yes ,totally agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes ,all the time,all the time,totally agree
hcw_8511,99,Senegal,26,Masculin,célibataire,licence,,0,Dakar,hopital de niveau III,Etudiant (e),,hopital, Do not know,,6,No, Do not know,No,,Agree,Agree,totally agree,without opinion,not agree at all,without opinion,not agree at all,rather disagree,without opinion,No,No, Do not know, Do not know,not agree at all,Yes ,Yes ,Yes ,Yes ,Yes ,Yes ,No,most of the time,all the time,totally agree
hcw_8512,100,Senegal,24,Féminin,célibataire,doctorat,,0,Dakar,hopital de niveau III,Etudiant (e),,hopital,quotidiennement,,4, Do not know,Yes ,Yes ,,Agree,without opinion,agree,totally agree,totally agree,agree,totally agree,totally agree,totally agree,Yes ,No,Yes , Do not know,disagree,Yes ,Yes ,Yes ,No,No,No,Yes ,part of the time,most of the time,totally agree
hcw_8513,101,Senegal,46,Féminin,célibataire,doctorat,,0,Dakar,hopital de niveau I,Paramédical (e),,hopital,more than one day per week,,19,No,Yes ,Yes ,,Agree,without opinion,agree,agree,totally agree,agree,disagree,agree,totally agree,Yes ,No,No, Do not know,totally agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes ,most of the time, more than half the time,totally agree
hcw_8514,102,Senegal,  , ,mari(é),baccalauréat,,5,  , ,,,hopital,quotidiennement,,  ,Yes ,Yes ,Yes ,,Totally agree,totally agree,agree,disagree,disagree,disagree,disagree,totally agree,disagree,Yes ,No,Yes ,Yes ,agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes ,all the time, more than half the time,agree
hcw_8515,103,Senegal,49,Féminin, ,  ,,  ,Dakar,hopital de niveau II,Paramédical (e),,  , ,,18, , , ,, , , , , , , , , , , , , , , , , , , , , , , , 
hcw_8516,104,Senegal,24,Féminin,mari(é),baccalauréat,,1,Dakar,hopital de niveau II,Médical (e),,hopital,quotidiennement,,2, Do not know,Yes ,Yes ,,Totally agree,totally agree,totally agree,totally agree,totally agree,totally agree,totally agree,totally agree,totally agree,Yes ,Yes ,No,Yes ,totally agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes ,all the time,all the time,totally agree
hcw_8517,105,Senegal,32,Féminin,célibataire,licence,,0,Dakar,hopital de niveau I,Etudiant (e),,hopital,more than one day per week,,6,No, Do not know,No,,Totally agree,totally agree,agree,disagree,totally agree,totally agree,totally agree,totally agree,totally agree,Yes ,Yes ,Yes ,No,totally agree,Yes ,Yes ,Yes ,Yes ,Yes ,Yes ,Yes ,all the time,all the time,totally agree
hcw_8518,106,Senegal,44,Féminin,mari(é),BFEM,,1,Dakar,hopital de niveau III,Médical (e),,hopital,quotidiennement,,18,No,Yes ,Yes ,,Totally agree,Agree,agree,agree,agree,agree,agree,agree,agree,Yes ,Yes ,Yes , Do not know,agree,Yes ,Yes ,Yes ,Yes ,Yes ,Yes ,Yes , more than half the time,part of the time,without opinion
hcw_8519,107,Senegal,38,Féminin,divorcé(e),DESS,,1,Dakar,hopital de niveau III,Médical (e),,hopital,quotidiennement,,2,Yes ,Yes ,Yes ,,Totally agree,totally agree,totally agree,totally agree,totally agree,totally agree,totally agree,totally agree,totally agree,Yes ,Yes ,Yes ,Yes ,totally agree,Yes ,Yes ,Yes ,Yes ,No,No,Yes ,all the time,all the time,totally agree
hcw_8520,108,Senegal,40,Féminin,mari(é),CES,,1,Dakar,hopital de niveau III,Administratif et technique,,hopital,quotidiennement,,3,Yes ,Yes ,Yes ,,Totally agree,totally agree,agree,agree,totally agree,agree,agree,agree,agree,Yes ,Yes ,Yes , Do not know,totally agree,Yes , Do not know,Yes ,Yes ,No,No,Yes ,most of the time,most of the time,agree
hcw_8521,109,Senegal,25,Féminin,mari(é),baccalauréat,,1,Dakar,hopital de niveau III,Administratif et technique,,hopital,aucun contact avec les patients,,1,No,Yes ,No,,Totally agree,totally agree,totally agree,totally agree,totally agree,totally agree,totally agree,totally agree,totally agree,Yes ,Yes ,Yes ,Yes ,totally agree,Yes ,Yes ,Yes ,Yes ,Yes ,Yes ,Yes ,all the time,all the time,totally agree
hcw_8522,110,Senegal,49,Masculin,célibataire,baccalauréat,,0,Dakar,hopital de niveau III,Médical (e),,centre de santécentre de santé,quotidiennement,,21,No,Yes ,Yes ,,Agree,without opinion,without opinion,agree,agree,agree,agree,agree,agree,No,Yes ,Yes , Do not know,agree,Yes ,Yes ,Yes ,No,No,No,Yes ,all the time,most of the time,agree
hcw_8523,111,Senegal,44,Féminin,mari(é),master,,0,Dakar,hopital de niveau III,Administratif et technique,,hopital,more than one day per week,,20,Yes ,Yes ,Yes ,,Agree,Agree,without opinion,agree,agree,agree,agree,agree,agree,Yes ,Yes ,Yes , Do not know,agree,Yes ,No,Yes ,No, Do not know,No,Yes ,all the time,all the time,totally agree
hcw_8524,112,Senegal,30,Masculin,mari(é),primaire,,1,Dakar,hopital de niveau III,Administratif et technique,,hopital,aucun contact avec les patients,,4,No,Yes ,No,,Totally agree,totally agree,totally agree,agree,totally agree,totally agree,totally agree,totally agree,totally agree,Yes ,Yes ,Yes ,Yes ,totally agree,Yes ,Yes ,Yes ,Yes ,No,No,Yes ,all the time,all the time,totally agree
hcw_8525,113,Senegal,28,Féminin,célibataire,BFEM,,0,Dakar,hopital de niveau III,Administratif et technique,,hopital,aucun contact avec les patients,,1,No,Yes ,No,,Totally agree,totally agree,agree,totally agree,totally agree,totally agree,totally agree,without opinion,totally agree,Yes ,Yes ,Yes , Do not know,totally agree,Yes ,Yes ,Yes ,Yes ,No,No,Yes ,all the time,all the time,totally agree
hcw_8526,114,Senegal,26,Masculin,célibataire,baccalauréat,,0,Dakar,hopital de niveau III,Etudiant (e),,hopital,aucun contact avec les patients,,7,No,Yes ,No,,Agree,Agree,disagree,disagree,totally agree,totally agree,agree,totally agree,totally agree,Yes ,Yes ,Yes , Do not know,totally agree,Yes ,Yes , Do not know,Yes ,Yes , Do not know,Yes ,all the time,all the time,rather agree
hcw_8527,115,Senegal,38,Masculin,mari(é),doctorat,,3,Dakar,hopital de niveau III,Paramédical (e),,hopital,more than one day per week,,8,No,Yes ,Yes ,,Totally agree,totally agree,totally agree,totally agree,agree,totally agree,agree,rather agree,totally agree,Yes ,Yes ,Yes , Do not know,totally agree,Yes ,Yes ,Yes ,Yes ,No,No,Yes ,all the time,less than half the time,agree
hcw_8528,116,Senegal,32,Masculin,mari(é),licence,,2,Dakar,hopital de niveau III,Médical (e),,hopital,quotidiennement,,1,Yes ,Yes ,Yes ,,Agree,Agree,disagree,agree,agree,agree,agree,agree,agree,Yes ,Yes ,Yes ,No,agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes ,most of the time,most of the time,agree
hcw_8529,117,Senegal,34,Féminin,mari(é),CES,,1,Dakar,hopital de niveau III,Paramédical (e),,hopital,quotidiennement,,3,Yes ,Yes ,Yes ,,Totally agree,totally agree,totally agree,totally agree,totally agree,totally agree,totally agree,agree,totally agree,Yes ,Yes ,Yes ,Yes ,totally agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes ,all the time,all the time,agree
hcw_8530,118,Senegal,32,Masculin,célibataire,baccalauréat,,0,Dakar,hopital de niveau III,Médical (e),,hopital,quotidiennement,,4,Yes ,Yes ,Yes ,,not agree at all,not agree at all,totally agree,totally agree,totally agree,totally agree,totally agree,totally agree,totally agree,Yes ,Yes ,Yes ,Yes ,totally agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes ,all the time,all the time,totally agree
hcw_8531,119,Senegal,30,Masculin,mari(é),DESS,,0,Dakar,hopital de niveau III,Médical (e),,hopital,quotidiennement,,2,No,Yes ,No,,Agree,Agree,without opinion,without opinion,disagree,rather disagree,agree,totally agree,agree,Yes ,No,Yes ,No,agree,Yes ,Yes ,Yes ,Yes , Do not know, Do not know,Yes ,all the time,at no moment,not agree at all
hcw_8532,120,Senegal,26,Féminin,mari(é),DESS,,1,Dakar,hopital de niveau III,Médical (e),,urgences,quotidiennement,,4,No,Yes ,Yes ,,Totally agree,totally agree,totally agree,totally agree,totally agree,totally agree,totally agree,totally agree,totally agree,Yes ,Yes ,Yes , Do not know,totally agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes ,all the time,all the time,totally agree
hcw_8533,121,Senegal,38,Féminin,célibataire,master,,0,Dakar,hopital de niveau III,Administratif et technique,,centre de santécentre de santé,more than one day per week,,8,No,Yes ,Yes ,,Totally agree,Agree,disagree,totally agree,totally agree,totally agree,agree,rather agree,totally agree,Yes ,Yes ,Yes ,Yes ,totally agree,Yes ,Yes ,Yes ,Yes ,No, Do not know,Yes ,all the time,most of the time,rather agree
hcw_8534,122,Senegal,48,Masculin,célibataire,BFEM,,0,Dakar,hopital de niveau III,Administratif et technique,,hopital, Do not know,,7,No,Yes ,No,,Totally agree,totally agree,without opinion,totally agree,totally agree,totally agree,totally agree,totally agree,totally agree,Yes ,Yes ,Yes , Do not know,totally agree,Yes ,Yes ,Yes ,No,No,No,Yes ,all the time,all the time,totally agree
