record_id,age,gender,role,role_other,healthtype,healthtype_2,healthtype_3,screening,screening_2,jobrole,marital,child_dependants,adult_dependants,experience_1,experience_2,experience_3,experience_4,prevention_1,prevention_2,skills_1,skills_2,belief,conseq_beliefs_1,conseq_beliefs_2,conseq_beliefs_3,intentions,environment_context_1,environment_context_2,environment_context_3,environment_context_4,supplies_1,social_influence_1,social_influence_2,social_influence_3,emotion_1,emotion_2,emotion_3,emotion_4,emotion_5,trust_1,trust_2,trust_3,
76,19,Female,Nurse,,Medical unit,private,Kyenjojo,Yes,daily,student,Single (never married),None,no,No,Yes,Yes,Yes,Yes,NA,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,disagree,strongly disagree,strongly disagree,all of the time,all of the time,all of the time,
77,31,Male,Medical doctor,,Other,public,Kampala,Yes,daily,Fulltime,Single (never married),None,Yes,Unsure,Yes,Unsure,Unsure,Yes,Yes,somewhat agree,agree,agree,disagree,agree,strongly agree.,somewhat agree,somewhat agree,disagree,strongly disagree,neither agree nor disagree,somewhat agree,disagree,agree,neither agree nor disagree,strongly agree.,strongly agree.,somewhat disagree,agree,somewhat agree,at no time,less than half of the time,less than half of the time,
78,69,NA,Consultant,,paediatric,private,Kampala,Yes,daily,Fulltime,Married,1,Yes,No,No,Yes,Yes,Yes,Yes,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,somewhat agree,strongly agree.,strongly agree.,strongly agree.,agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,disagree,NA,strongly disagree,most of the time,most of the time,all of the time,
79,46,Male,Consultant,,paediatric,public,Kampala,Yes,daily,Fulltime,Single (never married),None,Yes,Yes,Yes,Yes,Yes,Yes,No,somewhat agree,somewhat agree,strongly agree.,disagree,agree,somewhat agree,strongly agree.,somewhat agree,disagree,somewhat disagree,disagree,agree,somewhat agree,strongly agree.,neither agree nor disagree,agree,strongly agree.,somewhat disagree,agree,agree,less than half of the time,less than half of the time,some of the time,
80,30,Male,Medical doctor,,Other,public,kikuube,Yes,more than one day per week,Fulltime,NA,2,NA,No,Yes,Yes,Yes,Yes,NA,somewhat agree,agree,agree,somewhat agree,agree,neither agree nor disagree,agree,disagree,strongly disagree,strongly disagree,somewhat agree,disagree,somewhat disagree,strongly agree.,agree,strongly agree.,strongly agree.,strongly disagree,agree,disagree,at no time,some of the time,less than half of the time,
81,51,Female,Medical doctor,,paediatric,public,Kampala,Yes,more than one day per week,Fulltime,Married,2,no,Yes,No,Yes,Yes,Yes,Yes,agree,somewhat agree,agree,somewhat agree,agree,disagree,strongly agree.,agree,disagree,strongly agree.,somewhat agree,somewhat disagree,agree,agree,agree,agree,strongly agree.,somewhat disagree,neither agree nor disagree,somewhat agree,more than half of the time,most of the time,most of the time,
82,69,Male,Medical doctor,,Medical unit,private,Kampala . Makindye Division,Yes,more than one day per week,retired,Married,None,no,No,No,No,No,Yes,Yes,somewhat disagree,somewhat agree,somewhat disagree,somewhat agree,agree,agree,agree,somewhat agree,agree,strongly disagree,somewhat disagree,strongly agree.,somewhat agree,strongly agree.,neither agree nor disagree,strongly agree.,strongly agree.,strongly agree.,agree,disagree,some of the time,most of the time,all of the time,
83,58,Male,Administrative,,Other,public,Kampala,No,NA,retired,Married,None,no,No,No,No,No,Yes,Yes,NA,NA,agree,agree,agree,disagree,agree,NA,agree,NA,NA,NA,agree,agree,NA,agree,agree,agree,disagree,agree,NA,NA,NA,
84,32,Male,Medical doctor,,Medical unit,public,Kampala,Yes,rarely,student,Living with partner,2,no,No,No,Yes,No,Yes,Yes,disagree,somewhat agree,somewhat disagree,agree,somewhat agree,somewhat agree,agree,somewhat agree,disagree,somewhat agree,somewhat agree,strongly agree.,agree,agree,strongly agree.,agree,agree,somewhat agree,somewhat agree,somewhat disagree,more than half of the time,most of the time,most of the time,
85,62,Male,Other,,Other,private,Masindi,No,NA,retired,Widowed,1,Yes,No,No,No,No,No,No,strongly disagree,strongly disagree,somewhat agree,somewhat disagree,strongly agree.,strongly agree.,strongly agree.,disagree,strongly disagree,strongly disagree,disagree,disagree,disagree,disagree,strongly disagree,strongly agree.,strongly agree.,agree,strongly agree.,agree,at no time,at no time,less than half of the time,
86,32,Male,Medical doctor,,Medical unit,private,Arua,Yes,more than one day per week,Fulltime,Living with partner,None,no,No,Yes,Yes,Yes,Not sure,Yes,agree,agree,somewhat agree,disagree,agree,strongly agree.,agree,agree,disagree,agree,agree,agree,disagree,agree,agree,agree,agree,strongly agree.,somewhat disagree,agree,some of the time,some of the time,some of the time,
87,36,Female,Medical doctor,,Medical unit,public,Luwero,Yes,more than one day per week,Fulltime,Married,3,no,Yes,Yes,Yes,Yes,Yes,Yes,disagree,agree,agree,disagree,somewhat agree,disagree,disagree,strongly disagree,strongly disagree,agree,somewhat agree,strongly agree.,disagree,strongly disagree,somewhat agree,strongly agree.,strongly agree.,agree,agree,somewhat disagree,more than half of the time,more than half of the time,some of the time,
88,34,Male,Medical doctor,,Medical unit,public,Serere ,Yes,daily,Fulltime,Married,4,no,Unsure,No,No,Unsure,Yes,Yes,strongly agree.,strongly agree.,strongly agree.,somewhat agree,strongly agree.,strongly agree.,strongly agree.,neither agree nor disagree,strongly disagree,strongly disagree,disagree,strongly disagree,neither agree nor disagree,strongly agree.,agree,strongly agree.,strongly agree.,strongly agree.,strongly disagree,strongly disagree,all of the time,all of the time,some of the time,
89,36,Female,Medical doctor,,maternity,private,Kampala,Yes,daily,part time,Widowed,3,Yes,No,No,Yes,No,Yes,No,disagree,agree,disagree,NA,strongly agree.,disagree,agree,disagree,strongly disagree,strongly disagree,neither agree nor disagree,strongly agree.,agree,agree,agree,agree,agree,agree,somewhat agree,agree,some of the time,some of the time,some of the time,
90,27,Male,Medical doctor,,Medical unit,private,Soroti,Yes,daily,Fulltime,Living with partner,None,no,No,No,No,Yes,Yes,Yes,agree,agree,strongly agree.,agree,neither agree nor disagree,strongly agree.,strongly agree.,agree,somewhat disagree,strongly disagree,somewhat disagree,strongly agree.,somewhat agree,strongly agree.,strongly agree.,agree,strongly agree.,neither agree nor disagree,strongly agree.,agree,at no time,some of the time,all of the time,
91,38,Female,Medical doctor,,Other,private,Entebbe,Yes,daily,Fulltime,Prefer not to say,Prefer not to say,prefer not to say,Unsure,No,Unsure,Unsure,Yes,No,strongly disagree,strongly disagree,strongly disagree,disagree,agree,somewhat disagree,strongly disagree,disagree,disagree,disagree,NA,strongly agree.,strongly disagree,strongly agree.,somewhat agree,NA,NA,NA,strongly agree.,somewhat agree,NA,NA,NA,
92,32,Male,Medical doctor,,isolation ward,public,Moroto,Yes,daily,Fulltime,Prefer not to say,None,Yes,Yes,Yes,Yes,Yes,Yes,Yes,strongly agree.,agree,agree,somewhat agree,agree,agree,agree,somewhat agree,somewhat disagree,somewhat disagree,somewhat agree,somewhat disagree,agree,agree,somewhat agree,disagree,agree,disagree,agree,agree,NA,NA,NA,
93,29,Male,Medical doctor,,maternity,public,Nebbi,Yes,daily,Fulltime,Married,4,no,Yes,Yes,Yes,Yes,Yes,No,somewhat agree,agree,somewhat agree,somewhat agree,agree,agree,agree,agree,strongly disagree,strongly agree.,agree,strongly disagree,somewhat agree,agree,agree,agree,agree,neither agree nor disagree,agree,somewhat agree,less than half of the time,most of the time,some of the time,
94,28,Female,Medical doctor,,maternity,private,Lira,Yes,daily,Fulltime,Married,2,no,No,No,Yes,No,Yes,Yes,agree,strongly agree.,agree,somewhat disagree,strongly agree.,agree,agree,agree,disagree,strongly agree.,disagree,agree,agree,strongly agree.,strongly agree.,agree,somewhat agree,somewhat agree,strongly disagree,disagree,at no time,all of the time,all of the time,
95,28,Male,Medical doctor,,Medical unit,private,Jinja,Yes,daily,part time,Single (never married),3,Yes,Yes,Yes,No,Yes,Yes,Yes,somewhat agree,somewhat agree,strongly agree.,somewhat agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,somewhat agree,somewhat agree,somewhat disagree,somewhat agree,somewhat agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,somewhat agree,strongly agree.,strongly agree.,most of the time,most of the time,most of the time,
96,31,Male,Medical doctor,,surgical,public,Kanungu,Yes,daily,Fulltime,Living with partner,2,no,Yes,Yes,Yes,Yes,Yes,No,neither agree nor disagree,agree,agree,strongly agree.,agree,agree,strongly agree.,somewhat agree,strongly agree.,agree,disagree,disagree,somewhat agree,agree,agree,strongly agree.,strongly agree.,agree,strongly agree.,agree,some of the time,more than half of the time,more than half of the time,
97,64,Male,Medical doctor,,paediatric,public,Mbarara,Yes,daily,Fulltime,Widowed,None,no,No,No,Yes,No,NA,NA,disagree,somewhat agree,agree,agree,agree,agree,agree,neither agree nor disagree,disagree,somewhat agree,disagree,agree,disagree,agree,agree,strongly agree.,agree,agree,agree,agree,more than half of the time,less than half of the time,less than half of the time,
98,58,Male,Administrative,,Other,public,Kampala,No,NA,retired,Married,None,no,No,No,No,No,Yes,Yes,NA,NA,agree,agree,agree,disagree,agree,NA,agree,NA,NA,NA,agree,agree,NA,agree,agree,agree,disagree,agree,NA,NA,NA,
99,44,Male,Medical doctor,,Other,public,Kampala ,No,NA,Fulltime,Married,5+,Yes,No,No,No,Yes,Yes,No,disagree,disagree,strongly agree.,agree,agree,agree,agree,agree,disagree,agree,somewhat disagree,strongly agree.,somewhat disagree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,somewhat agree,strongly disagree,somewhat disagree,less than half of the time,less than half of the time,at no time,
100,43,Female,Medical doctor,,Medical unit,public,Wakiso,Yes,daily,Fulltime,Married,4,Yes,No,No,Yes,No,Yes,Yes,strongly agree.,strongly agree.,strongly agree.,agree,strongly agree.,disagree,strongly agree.,agree,strongly agree.,disagree,agree,agree,strongly agree.,agree,agree,agree,agree,somewhat agree,strongly disagree,strongly disagree,most of the time,most of the time,most of the time,
101,59,Female,Consultant,,surgical,public,Naguru hospital ,Yes,more than one day per week,Fulltime,Married,None,Yes,No,No,Yes,Yes,Yes,No,strongly disagree,somewhat agree,neither agree nor disagree,strongly disagree,strongly agree.,strongly agree.,strongly agree.,disagree,strongly disagree,neither agree nor disagree,neither agree nor disagree,strongly agree.,agree,strongly agree.,neither agree nor disagree,strongly agree.,strongly agree.,strongly agree.,agree,somewhat disagree,some of the time,some of the time,some of the time,
102,56,Male,Allied health professional,,Medical unit,public,Kampala,Yes,daily,Fulltime,Living with partner,2,Yes,Yes,No,Yes,No,Yes,No,strongly disagree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly disagree,strongly disagree,strongly disagree,strongly agree.,strongly agree.,strongly disagree,strongly agree.,strongly disagree,strongly agree.,strongly disagree,strongly agree.,strongly agree.,strongly agree.,all of the time,all of the time,all of the time,
103,25,Male,Other,,emergency,private,Entebbe,Yes,rarely,part time,Single (never married),4,Yes,Unsure,No,No,Unsure,Yes,Yes,strongly agree.,strongly agree.,strongly agree.,agree,strongly agree.,strongly disagree,strongly agree.,disagree,strongly disagree,strongly agree.,somewhat agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,disagree,strongly agree.,strongly agree.,most of the time,some of the time,some of the time,
104,40,Male,Consultant,,emergency,public,Mbarara,Yes,daily,Fulltime,Married,4,no,Yes,Yes,Yes,Yes,Yes,Yes,strongly agree.,strongly agree.,strongly agree.,agree,strongly agree.,disagree,strongly agree.,agree,disagree,strongly agree.,somewhat agree,disagree,agree,strongly agree.,agree,somewhat agree,disagree,disagree,strongly agree.,disagree,some of the time,most of the time,most of the time,
105,31,Male,Medical doctor,,surgical,public,Moyo,Yes,daily,Fulltime,Living with partner,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,agree,strongly agree.,agree,disagree,agree,strongly disagree,strongly disagree,agree,disagree,strongly agree.,disagree,disagree,disagree,agree,somewhat agree,strongly agree.,strongly agree.,somewhat agree,agree,strongly disagree,less than half of the time,more than half of the time,less than half of the time,
106,31,Male,Nurse,,infectious disease ward,public,Mbarara,Yes,daily,Fulltime,Married,1,Yes,Yes,No,No,No,Yes,Yes,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,all of the time,all of the time,all of the time,
107,32,Female,Other,,Laboratory,public,Nakaseke,Yes,more than one day per week,Fulltime,Married,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,disagree,disagree,strongly disagree,disagree,disagree,disagree,strongly disagree,strongly disagree,disagree,strongly disagree,somewhat disagree,somewhat disagree,somewhat disagree,disagree,disagree,strongly disagree,disagree,strongly agree.,somewhat disagree,somewhat disagree,most of the time,more than half of the time,most of the time,
108,65,Male,Medical doctor,,Medical unit,private,Ibanda municipality,Yes,daily,Fulltime,Married,1,Yes,Yes,Yes,No,No,Yes,No,agree,agree,agree,strongly agree.,agree,agree,agree,disagree,agree,strongly disagree,strongly disagree,agree,somewhat disagree,somewhat disagree,agree,strongly agree.,strongly agree.,agree,agree,disagree,all of the time,all of the time,some of the time,
109,30,Female,Nurse,,Other,public,Isingiro,Yes,daily,Fulltime,Married,2,no,Yes,Yes,Yes,Yes,Yes,NA,disagree,agree,agree,strongly disagree,agree,disagree,strongly agree.,agree,agree,agree,agree,agree,agree,agree,agree,strongly agree.,strongly agree.,strongly disagree,strongly agree.,agree,all of the time,some of the time,some of the time,
110,46,Female,Administrative,,Other,public,Central 2 nakasongola center iv,Yes,daily,Fulltime,Widowed,4,Yes,Yes,No,Yes,Yes,Yes,Yes,disagree,strongly agree.,agree,disagree,agree,strongly agree.,strongly agree.,agree,disagree,strongly agree.,strongly agree.,disagree,agree,strongly agree.,agree,strongly agree.,strongly agree.,disagree,agree,agree,some of the time,some of the time,most of the time,
111,46,Female,Administrative,,Other,public,Central 2 nakasongola center iv,Yes,daily,Fulltime,Widowed,4,Yes,Yes,No,Yes,Yes,Yes,Yes,disagree,strongly agree.,agree,disagree,agree,strongly agree.,strongly agree.,agree,disagree,strongly agree.,strongly agree.,disagree,agree,strongly agree.,agree,strongly agree.,strongly agree.,disagree,agree,agree,some of the time,some of the time,most of the time,
112,50,Female,Medical doctor,,maternity,public,Kampala,Yes,daily,Fulltime,Married,1,Yes,No,Yes,Yes,Yes,Yes,NA,disagree,agree,neither agree nor disagree,neither agree nor disagree,agree,somewhat agree,strongly agree.,somewhat disagree,somewhat disagree,neither agree nor disagree,neither agree nor disagree,agree,somewhat agree,agree,disagree,agree,agree,agree,agree,somewhat agree,some of the time,some of the time,some of the time,
