record_id,age,gender,role,role_other,healthtype,healthtype_2,District,Regions,Direct care to patients,If Yes,jobrole,marital,child_dependants,adult_dependants,experience_1,experience_2,experience_3,experience_4,contacttype,contacttype_2,prevention_1,prevention_2,prevention_3,prevention_4,prevention_5,prevention_6,prevention_7,prevention_8,prevention_9,prevention_10,prevention_11,masktype,other_prevention,service_demand_1,service_demand_2,control_procedure_1,control_procedure_2,control_procedure_3,control_procedure_4,control_procedure_5,control_procedure_6,control_procedure_7,control_procedure_8,control_procedure_9,control_procedure_10,medicalmasktype,other_procedure,skills_1,skills_2,skills_3,belief,social_role,conseq_beliefs_1,conseq_beliefs_2,conseq_beliefs_3,intentions,environment_context_1,environment_context_2,environment_context_3,environment_context_4,supplies_1,supplies_2,supplies_3,supplies_4,supplies_5,supplies_6,supplies_7,supplies_8,supplies_9,supplies_10,supplies_11,social_influence_1,social_influence_2,social_influence_3,social_influence_4,emotion_1,emotion_2,emotion_3,emotion_4,emotion_5,wellbeing_1,wellbeing_2,wellbeing_3,wellbeing_4,wellbeing_5,trust_1,trust_2,trust_3,psychological_1,psychological_2,psychological_3,psychological_4
66,60,1,6,,1,2,Wakiso,Central 1,1,2,2,8,4,2,2,2,2,2,,,1,2,2,2,1,1,2,2,1,2,2,,,7,7,1,1,2,2,1,1,2,2,1,2,,,7,7,7,7,7,7,7,7,7,6,3,1,2,6,6,7,2,2,7,1,7,6,1,1,7,7,7,6,7,7,7,1,1,5,5,5,5,2,6,5,1,1,1,1,1
67,44,2,7,Laboratory Technician,12,2,Jinja,East Central,1,1,1,3,6,1,1,1,1,1,2,,1,1,1,2,1,1,2,1,1,2,2,Surgical mask,,5,4,1,1,1,1,1,1,1,1,1,2,Surgical masks,,1,5,4,4,5,5,5,5,4,5,5,6,5,1,1,1,1,1,1,1,1,2,1,1,4,3,3,4,3,3,3,3,3,3,3,3,3,3,4,3,3,1,2,1,1
68,38,2,7,Laboratory Technician,10,1,Kabarole,Mid Western,1,1,1,2,2,1,2,2,2,2,,,1,1,1,1,1,1,1,1,1,2,2,Surgical mask,,2,2,1,1,1,1,1,1,1,1,1,2,Surgical masks,,3,1,2,2,3,2,2,5,6,2,1,1,1,5,5,5,5,5,5,1,1,5,1,1,6,6,6,1,7,7,7,6,2,1,2,2,2,1,6,6,6,2,1,1,1
69,21,1,5,,8,2,Wakiso,Central 1,1,1,1,1,6,1,1,2,1,1,2,,1,1,1,1,1,1,1,1,1,2,2,Surgical mask,,7,7,1,1,1,1,1,1,1,1,1,2,Surgical masks,,7,7,7,7,7,7,7,1,7,7,7,7,7,6,7,7,6,6,7,6,6,7,6,7,7,7,7,7,6,6,1,6,6,2,2,2,2,2,1,2,2,1,1,1,1
70,19,1,6,,1,1,Kyenjojo,Mid Western,1,1,5,1,6,2,2,1,1,1,2,,1,1,1,1,1,1,2,1,1,2,2,Surgical mask,,1,1,1,2,1,1,1,1,1,1,1,2,Surgical masks,,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
71,31,2,2,,12,2,Kampala,Kampala,1,1,1,1,6,1,3,1,3,3,,,1,1,1,2,2,1,2,2,2,2,2,Surgical mask,,5,2,1,1,1,1,1,1,1,1,1,2,Surgical masks,,5,6,5,6,7,2,6,7,5,5,2,1,4,5,5,6,2,2,2,3,2,5,2,1,2,6,4,3,7,7,3,6,5,5,5,4,4,3,6,4,4,1,1,2,2
72,69,1,1,,4,1,Kampala,Kampala,1,1,1,3,1,1,2,2,1,1,2,,1,1,1,2,1,1,2,1,1,2,2,Surgical mask,,2,2,1,1,1,1,1,1,1,1,1,2,Surgical masks,,7,7,7,7,7,7,7,7,7,7,5,7,7,7,7,7,7,7,7,7,7,7,1,7,6,7,7,5,7,7,2,6,1,2,2,2,2,2,2,2,1,1,1,1,1
73,46,2,1,,4,2,Kampala,Kampala,1,1,1,1,6,1,1,1,1,1,1,1,1,2,1,2,2,1,2,2,2,2,2,medical mask ,,2,2,1,2,1,1,1,1,1,1,1,2,Medical mask ,,5,5,5,7,7,2,6,5,7,5,2,3,2,6,6,6,2,2,5,3,4,6,1,2,5,7,4,5,6,7,3,6,6,3,3,3,3,3,4,4,5,2,2,2,2
74,30,2,2,,12,2,kikuube,Mid Western,1,2,1,1,2,2,2,1,1,1,1,2,1,1,1,2,1,1,2,1,1,2,2,Surgical mask,,1,1,1,1,1,1,1,1,1,1,1,2,Surgical masks,,5,6,6,6,6,5,6,4,6,2,1,1,5,2,2,1,1,1,6,1,6,6,1,1,3,7,6,1,7,7,1,6,2,4,4,3,4,5,6,5,4,2,2,2,2
75,51,1,2,,4,2,Kampala,Kampala,1,2,1,3,2,2,1,2,1,1,2,,1,1,1,1,1,1,1,1,2,2,2,Surgical mask,,2,2,1,1,2,1,1,1,1,1,1,2,,,6,5,6,6,6,5,6,2,7,6,2,7,5,3,5,6,3,4,6,3,3,6,3,6,6,6,6,4,6,7,3,4,5,3,4,5,5,3,3,2,2,1,1,2,2
76,69,2,2,,1,1,Kampala,Kampala,1,2,4,3,6,2,2,2,2,2,,,1,1,1,2,1,2,2,1,1,1,2,Surgical mask,,3,3,1,1,3,1,1,1,3,1,1,3,,,3,5,2,3,7,5,6,6,6,5,6,1,3,7,7,7,1,7,7,7,1,7,1,6,5,7,4,4,7,7,7,6,2,3,3,3,2,2,5,2,1,2,2,1,1
77,58,2,9,,12,2,Kampala,Kampala,2,,4,3,6,2,2,2,2,2,,,1,1,1,2,2,2,2,2,2,2,2,Surgical mask,,6,6,1,1,1,1,1,1,1,1,1,2,Surgical masks,,6,6,6,6,6,6,6,2,6,6,6,6,6,7,7,7,2,2,7,1,6,7,1,1,6,6,6,6,6,6,6,2,6,4,4,4,3,3,1,1,1,1,1,1,1
78,32,2,2,,1,2,Kampala,Kampala,1,4,5,2,2,2,2,2,1,2,,,1,1,1,1,1,1,2,1,3,3,3,Surgical mask,,6,4,1,1,1,1,1,1,1,1,1,2,Surgical masks,,2,5,3,3,6,6,5,5,6,5,2,5,5,7,7,7,1,1,6,3,5,6,1,2,6,6,7,5,6,6,5,5,3,3,2,2,2,1,3,2,2,1,1,1,1
79,62,2,10,,12,1,Masindi,Mid Western,2,,4,7,1,1,2,2,2,2,,,2,2,2,2,2,2,2,2,2,2,2,,,1,1,1,1,1,1,1,1,1,1,1,3,Surgical masks,,1,1,1,5,7,3,7,7,7,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,7,7,6,7,6,5,5,5,5,4,6,6,4,2,2,2,2
80,32,2,2,,1,1,Arua,West Nile,1,2,1,2,6,2,2,1,1,1,1,2,3,1,3,2,2,2,2,2,2,2,2,,,1,1,1,1,1,1,1,1,1,1,1,2,Surgical masks,,6,6,5,5,6,2,6,7,6,6,2,6,6,6,6,6,6,6,2,2,2,6,2,6,2,6,6,7,6,6,7,3,6,2,3,3,2,2,5,5,5,1,1,2,2
81,36,1,2,,1,2,Luwero,Central 2,1,2,1,3,3,2,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,2,2,Surgical mask,,2,2,1,1,1,1,1,1,1,1,1,2,Surgical masks,,2,6,2,6,6,2,5,2,2,1,1,6,5,7,7,5,1,1,1,1,1,2,1,1,2,1,5,4,7,7,6,6,3,3,3,3,3,5,3,3,5,2,2,1,2
82,34,2,2,,1,2,Serere ,North East,1,1,1,3,4,2,3,2,2,3,,,1,1,1,1,1,1,1,1,1,2,2,Surgical mask,,1,1,1,1,1,1,1,1,1,1,1,1,Surgical masks,Gumboots ,7,7,6,7,7,5,7,7,7,4,1,1,2,1,4,7,1,1,2,2,1,2,1,2,4,7,6,5,7,7,7,1,1,1,2,4,4,4,1,1,5,1,1,1,1
83,36,1,2,,8,1,Kampala,Kampala,1,1,2,7,3,1,2,2,1,2,,,1,2,1,2,2,1,2,2,2,2,2,Surgical mask,,3,3,1,1,2,1,1,1,1,1,1,2,,,2,6,3,2,6,6,7,2,6,2,1,1,4,7,7,7,1,1,6,1,1,7,1,1,6,6,6,1,6,6,6,5,6,2,2,2,3,2,5,5,5,2,1,1,1
84,27,2,2,,1,1,Soroti,North East,1,1,1,2,6,2,2,2,2,1,1,2,1,1,1,2,1,1,2,1,1,2,2,Surgical mask,,2,2,1,1,1,1,1,1,1,1,1,2,Surgical masks,,6,6,5,7,6,6,4,7,7,6,3,1,3,7,7,7,2,2,5,2,2,7,2,2,5,7,7,4,6,7,4,7,6,1,2,6,2,1,6,5,1,1,1,1,2
85,38,1,2,,12,1,Wakiso,Central 1,1,1,1,8,7,3,3,2,3,3,,,1,2,2,2,2,1,2,2,2,2,2,,,1,1,1,1,1,3,3,1,3,2,3,2,Surgical masks,,1,1,1,1,7,2,6,3,1,2,2,2,6,7,7,7,5,2,6,2,2,7,2,2,1,7,5,1,7,7,6,7,5,1,2,2,2,1,1,1,1,1,2,1,1
86,32,2,2,,7,2,Moroto,North East,1,1,1,8,6,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,Surgical mask,,7,7,1,1,1,1,1,1,1,1,1,2,Surgical masks,,7,6,7,6,7,5,6,6,6,5,3,3,5,3,6,7,1,1,1,5,6,7,6,6,6,6,5,3,2,6,2,6,6,4,5,5,4,5,1,1,1,2,2,2,2
87,29,2,2,,8,2,Nebbi,West Nile,1,1,1,3,4,2,1,1,1,1,1,2,1,2,1,2,2,1,2,2,2,1,2,medical mask ,,5,2,1,2,1,2,1,1,2,1,1,2,Medical mask ,,5,6,5,5,7,5,6,6,6,6,1,7,6,1,5,7,1,1,6,1,6,2,1,1,5,6,6,5,6,6,4,6,5,3,3,2,3,4,4,2,5,1,1,2,2
88,28,1,2,,8,1,Lira,Mid Northern,1,1,1,3,2,2,2,2,1,2,,,1,1,2,1,2,1,2,1,1,2,3,,,5,5,1,1,1,1,1,1,1,1,1,2,KN95,,6,7,6,6,7,3,7,6,6,6,2,7,2,6,7,7,6,6,5,6,5,7,6,6,6,7,7,4,6,5,5,1,2,2,2,2,3,2,6,1,1,1,1,1,1
89,28,2,2,,1,1,Jinja,East Central,1,1,2,1,3,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,2,2,Surgical mask,,5,5,1,1,1,1,1,1,1,1,1,2,Surgical masks,,5,5,7,7,7,5,7,7,7,7,5,5,3,5,5,7,6,5,7,1,5,7,5,5,5,7,7,5,7,7,5,7,7,4,4,4,4,4,2,2,2,1,1,1,1
90,31,2,2,,2,2,Kanungu,South Western,1,1,1,2,2,2,1,1,1,1,1,2,1,2,1,2,2,1,2,2,2,2,2,Surgical mask,,7,7,1,1,1,1,1,1,1,1,1,2,Surgical masks,,4,6,4,6,4,7,6,6,7,5,7,6,2,2,2,2,1,1,1,1,1,4,1,1,5,6,6,5,7,7,6,7,6,4,4,5,5,5,5,3,3,2,1,1,2
91,64,2,2,,4,2,Mbarara,South Western,1,1,1,7,6,2,2,2,1,2,,,1,1,1,2,1,1,2,1,1,2,2,Surgical mask,,6,5,1,1,1,1,1,1,3,1,1,2,Surgical masks,,2,5,2,6,7,6,6,6,6,4,2,5,2,6,6,6,5,5,6,2,2,4,2,2,2,6,6,1,7,6,6,6,6,2,2,2,2,2,3,4,4,2,1,2,2
92,58,2,9,,12,2,Kampala,Kampala,2,,4,3,6,2,2,2,2,2,,,1,1,1,2,2,2,2,2,2,2,2,Surgical mask,,6,6,1,1,1,1,1,1,1,1,1,2,Surgical masks,,6,6,6,6,6,6,6,2,6,6,6,6,6,7,7,7,2,2,7,1,6,7,1,1,6,6,6,6,6,6,6,2,6,4,4,4,3,3,1,1,1,1,1,1,1
93,44,2,2,,12,2,Kampala,Kampala,2,,1,3,5,1,2,2,2,1,2,,1,2,1,2,2,2,2,2,2,2,2,Surgical mask,,3,3,1,1,1,2,1,1,1,1,1,2,Surgical masks,,2,2,6,7,7,6,6,6,6,6,2,6,3,7,7,7,4,4,7,3,3,7,3,1,3,7,7,5,7,7,5,1,3,6,6,6,6,6,4,4,6,2,1,1,1
94,43,1,2,,1,2,Wakiso,Central 1,1,1,1,3,4,1,2,2,1,2,,,1,1,1,1,1,1,2,1,1,2,2,Surgical mask,,3,3,1,1,1,1,1,1,1,1,1,2,Disposal masks,,7,7,7,7,7,6,7,2,7,6,7,2,6,6,7,7,6,6,7,6,5,7,1,7,7,6,6,5,6,6,5,1,1,2,2,2,2,3,2,2,2,1,1,1,2
95,59,1,1,,2,2,Kampala,Kampala,1,2,1,3,6,1,2,2,1,1,1,2,1,2,1,2,2,1,2,2,2,2,2,Surgical mask,,1,2,1,1,1,1,1,1,1,1,1,2,Surgical masks,,1,5,2,4,5,1,7,7,7,2,1,4,4,7,7,5,1,1,7,1,5,7,1,5,6,7,4,1,7,7,7,6,3,5,5,5,2,4,5,5,5,2,2,2,2
96,56,2,7,Laboratory Technician,1,2,Kampala,Kampala,1,1,1,2,2,1,1,2,1,2,,,1,2,1,2,1,1,2,2,1,1,2,Surgical mask,,1,1,1,1,1,1,1,1,2,1,1,2,Surgical masks,,1,7,7,7,7,7,7,7,7,1,1,1,7,7,7,7,1,7,1,1,7,7,1,7,1,7,1,1,7,1,7,7,7,6,6,6,6,6,1,1,1,2,2,2,2
97,25,2,10,,5,1,Wakiso,Central 1,1,4,2,1,4,1,3,2,2,3,,,1,1,1,1,1,1,1,1,1,2,2,Surgical mask,,3,3,1,1,3,1,1,1,1,1,1,2,,,7,7,7,7,7,6,7,1,7,2,1,7,5,7,5,7,2,2,7,7,2,7,2,7,7,7,7,7,7,7,2,7,7,6,4,5,2,2,2,5,5,2,1,2,2
98,40,2,1,,5,2,Mbarara,South Western,1,1,1,3,4,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,2,Surgical mask,,5,2,1,1,1,1,1,1,1,1,1,2,Surgical masks,,7,7,7,7,7,6,7,2,7,6,2,7,5,2,2,6,2,2,6,2,6,6,2,6,6,7,6,5,5,2,2,7,2,3,3,3,3,3,5,2,2,2,1,1,2
99,31,2,2,,2,2,Moyo,West Nile,1,1,1,2,3,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,3,Surgical mask,,2,2,1,1,1,1,2,1,2,1,1,3,Surgical masks,,6,7,7,6,6,2,6,1,1,6,2,7,2,2,3,3,1,1,3,3,6,7,1,1,2,6,5,1,7,7,5,6,1,5,5,2,5,3,4,3,4,2,2,2,2
100,31,2,6,,6,2,Mbarara,South Western,1,1,1,3,1,1,1,2,2,2,,,1,1,1,1,1,1,1,1,1,1,1,Surgical mask,Cloth masks ,1,1,1,1,1,1,1,1,1,1,1,1,Surgical masks,Cloth masks ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
101,32,1,10,,10,2,Nakaseke,Central 2,1,2,1,3,2,1,1,1,1,1,1,2,1,1,2,1,1,1,2,2,1,2,2,,,1,1,1,2,1,2,1,1,2,1,1,1,Surgical masks,Cloth masks ,2,2,1,1,1,2,2,2,1,1,2,1,3,3,2,1,3,3,4,2,3,2,2,2,3,2,2,2,1,2,7,3,3,1,2,2,2,2,2,3,2,1,1,2,2
102,65,2,2,,1,1,Ibanda,South Western,1,1,1,3,1,1,1,1,2,2,,,1,2,1,2,2,1,1,1,1,1,1,Surgical mask,Soap,7,7,1,1,1,1,1,1,1,1,1,2,Surgical masks,,6,6,5,6,6,7,6,6,6,2,6,1,1,6,6,6,1,1,3,1,1,6,1,6,3,3,6,3,7,7,6,6,2,5,5,5,6,4,1,1,5,1,2,1,2
103,30,1,6,,12,2,Isingiro,South Western,1,1,1,3,2,2,1,1,1,1,2,,1,1,1,2,1,1,2,1,1,2,2,Surgical mask,,6,7,1,1,1,1,1,1,1,1,1,2,Surgical masks,,2,6,2,6,7,1,6,2,7,6,6,6,6,6,2,7,2,2,7,2,6,6,2,6,6,6,6,2,7,7,1,7,6,5,6,6,6,6,1,5,5,2,2,2,2
104,46,1,9,,12,2,Nakasongola,Central 2,1,1,1,7,4,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,2,2,Surgical mask,,1,1,1,1,1,1,1,1,1,1,1,2,Surgical masks,,2,7,6,6,7,2,6,7,7,6,2,7,7,2,7,7,1,1,2,1,6,2,2,2,6,7,6,6,7,7,2,6,6,5,5,5,5,5,5,5,2,1,1,1,1
105,46,1,9,,12,2,Nakasongola,Central 2,1,1,1,7,4,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,2,2,Surgical mask,,1,1,1,1,1,1,1,1,1,1,1,2,Surgical masks,,2,7,6,6,7,2,6,7,7,6,2,7,7,2,7,7,1,1,2,1,6,2,2,2,6,7,6,6,7,7,2,6,6,5,5,5,5,5,5,5,2,1,1,1,1
106,50,1,2,,8,2,Kampala,Kampala,1,1,1,3,1,1,2,1,1,1,2,,1,1,1,2,1,1,2,1,1,2,2,Surgical mask,,3,3,1,1,2,1,1,1,1,1,1,2,,,2,6,5,4,4,4,6,5,7,3,3,4,4,6,5,6,2,2,6,4,5,6,4,4,5,6,2,4,6,6,6,6,5,3,3,3,5,5,5,5,5,2,2,2,2
107,46,2,2,,12,1,Kampala,Kampala,2,,1,3,5,2,2,2,2,2,,,1,1,1,2,1,1,2,1,2,2,2,Cloth mask,,1,3,1,1,1,1,1,1,1,1,1,2,Surgical masks,,6,7,7,6,6,6,6,6,6,6,5,5,7,6,6,6,6,6,6,6,6,6,4,7,6,6,6,6,7,6,3,1,5,5,5,5,5,4,5,6,5,1,1,1,1
108,27,1,2,,5,2,Kampala,Kampala,1,2,3,1,6,2,1,2,1,1,2,,1,2,1,2,2,1,2,2,2,1,2,Surgical mask,,4,4,1,1,2,1,1,1,1,1,1,2,,,2,1,1,1,7,2,7,6,7,2,2,2,4,1,7,7,1,1,6,4,4,6,1,3,3,7,6,6,7,7,6,7,2,3,3,2,2,2,3,4,4,2,1,2,2
109,47,1,7,Laboratory Technician,10,2,Wakiso,Central 1,1,1,1,3,6,1,2,2,2,2,,,2,2,2,2,2,2,2,2,2,2,2,,,7,7,1,1,3,3,1,1,3,1,1,3,,,6,6,7,7,7,7,6,1,6,6,7,5,6,6,6,6,6,6,7,1,6,7,1,1,7,7,6,6,6,7,2,5,5,1,1,1,1,2,1,1,1,1,1,1,1
110,47,1,7,Laboratory Technician,10,2,Wakiso,Central 1,1,1,1,3,6,1,2,2,2,2,,,2,2,2,2,2,2,2,2,2,2,2,,,7,7,1,1,3,3,1,1,3,1,1,3,,,6,6,7,7,7,7,6,1,6,6,7,5,6,6,6,6,6,6,7,1,6,7,1,1,7,7,6,6,6,7,2,5,5,1,1,1,1,2,1,1,1,1,1,1,1
111,42,1,9,,12,2,Wakiso,Central 1,2,,1,3,4,1,2,2,2,2,,,1,1,1,2,2,2,2,2,2,2,2,Surgical mask,,5,5,1,1,2,1,3,1,1,1,1,2,,,1,2,5,6,6,5,5,5,7,2,3,1,2,6,6,6,2,2,2,2,2,6,2,6,5,6,5,5,7,6,6,4,3,2,2,3,3,4,5,4,1,2,2,2,2
112,38,1,5,,8,2,Kampala,Kampala,1,1,1,8,2,2,3,2,3,3,,,1,1,1,2,2,1,2,2,2,1,2,Surgical mask,,1,1,1,1,1,1,1,1,1,1,1,2,Surgical masks,,1,3,1,6,6,1,1,5,6,1,1,1,5,2,5,5,1,1,1,1,5,5,1,1,1,6,3,1,6,6,5,6,6,5,5,5,5,5,6,6,6,2,2,2,2
113,44,2,2,,2,2,Serere,North East,1,1,1,3,3,1,2,2,1,2,,,1,1,1,2,1,1,2,2,1,2,2,Surgical mask,,1,2,1,1,1,1,1,1,1,1,1,1,Surgical masks,Cloth masks ,1,1,1,5,6,1,7,2,7,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,1,7,7,7,1,1,6,6,6,6,6,6,6,5,1,1,1,2
114,24,1,6,,1,2,Wakiso,Central 1,1,1,1,1,6,1,3,2,3,2,,,1,2,1,2,1,1,2,2,2,1,2,Surgical mask,,5,2,1,1,1,1,1,1,3,1,3,3,KN95,,6,6,6,6,5,5,7,2,6,5,5,2,3,6,7,7,2,2,5,2,6,6,1,2,6,7,6,6,7,7,6,5,2,5,5,5,4,5,5,5,2,2,2,1,2
115,33,1,6,,8,1,Kampala,Kampala,1,1,1,3,3,3,1,1,1,1,2,,1,2,1,2,1,1,2,2,2,1,1,Surgical mask,Body spray,2,2,1,1,1,2,1,1,2,1,2,2,Surgical masks,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,3,1,1,1,1,1,3,3,3,1,1,1,1,1,1,2,2,2,2,2,1
116,33,1,6,,8,1,Kampala,Kampala,1,1,1,3,3,3,1,1,1,1,2,,1,2,1,2,1,1,2,2,2,1,1,Surgical mask,Body spray,2,2,1,1,1,2,1,1,2,1,2,2,Surgical masks,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,3,1,1,1,1,1,3,3,3,1,1,1,1,1,1,2,2,2,2,2,1
117,45,1,5,,12,2,Wakiso,Central 1,1,1,1,3,4,2,3,2,1,2,,,1,1,1,2,2,1,2,2,1,3,3,Surgical mask,,1,1,1,1,2,2,2,1,2,2,2,2,,,7,7,7,7,7,7,7,7,7,6,6,6,6,1,7,7,7,5,6,5,5,7,1,2,6,7,7,6,7,7,7,1,1,2,2,2,2,2,1,1,1,1,1,1,1
118,45,1,5,,12,2,Wakiso,Central 1,1,1,1,3,4,2,3,2,1,2,,,1,1,1,2,2,1,2,2,1,3,3,Surgical mask,,1,1,1,1,2,2,2,1,2,2,2,2,,,7,7,7,7,7,7,7,7,7,6,6,6,6,1,7,7,7,5,6,5,5,7,1,2,6,7,7,6,7,7,7,1,1,2,2,2,2,2,1,1,1,1,1,1,1
119,45,1,5,,12,2,Wakiso,Central 1,1,1,1,3,4,2,3,2,1,2,,,1,1,1,2,2,1,2,2,1,3,3,Surgical mask,,1,1,1,1,2,2,2,1,2,2,2,2,,,7,7,7,7,7,7,7,7,7,6,6,6,6,1,7,7,7,5,6,5,5,7,1,2,6,7,7,6,7,7,7,1,1,2,2,2,2,2,1,1,1,1,1,1,1
120,47,1,6,,7,2,Kampala,Kampala,1,1,2,3,4,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,Cloth mask,,5,5,1,1,1,1,1,1,1,1,1,1,Cloth masks,Cloth masks ,2,5,7,7,7,5,5,5,6,6,5,1,1,7,7,7,2,1,1,1,6,7,1,1,7,7,7,1,7,7,5,1,7,3,3,1,5,5,6,6,1,1,1,1,2
121,48,2,3,,1,1,Kampala,Kampala,1,1,1,3,2,1,2,2,1,1,2,,1,1,1,1,1,1,2,1,1,2,2,Surgical mask,,6,6,1,1,1,1,1,1,1,1,1,2,Surgical masks,,2,6,7,6,6,6,7,6,6,6,6,6,4,7,7,7,6,2,6,6,6,6,1,6,7,7,7,2,7,7,7,7,3,6,5,5,5,5,5,5,6,2,1,1,1
122,35,1,5,,8,2,Mbale,Mid Eastern,2,,1,3,5,2,2,1,1,2,,,1,1,1,1,1,1,2,2,1,2,3,Cloth mask,,2,2,1,1,2,1,1,1,1,1,1,2,,,2,6,5,6,5,6,6,2,6,5,3,1,5,6,6,6,2,2,2,5,2,6,2,2,3,6,6,5,6,6,5,2,2,5,6,1,5,6,6,5,6,1,1,1,1
123,51,1,7,Laboratory Technician,12,2,Kampala,Kampala,1,1,1,1,6,1,2,2,1,2,,,1,3,1,2,1,1,2,2,3,1,2,Surgical mask,,5,5,1,1,1,1,1,1,1,1,1,2,Surgical masks,,4,4,6,7,7,6,6,6,6,5,6,7,6,7,7,7,7,2,7,4,4,6,1,2,7,7,6,5,7,7,5,6,1,4,5,4,5,4,2,3,6,2,1,1,1
124,51,1,7,Laboratory Technician,12,2,Kampala,Kampala,1,1,1,1,6,1,2,2,1,2,,,1,3,1,2,1,1,2,2,3,1,2,Surgical mask,,5,5,1,1,1,1,1,1,1,1,1,2,Surgical masks,,4,4,6,7,7,6,6,6,6,5,6,7,6,7,7,7,7,2,7,4,4,6,1,2,7,7,6,5,7,7,5,6,1,4,5,4,5,4,2,3,6,2,1,1,1
125,28,1,6,,1,1,Kampala,Kampala,1,1,3,3,1,2,1,3,1,1,1,2,1,1,1,2,1,1,2,1,1,2,2,Surgical mask,,1,1,1,1,1,1,1,1,1,1,1,2,Surgical masks,,3,6,6,6,7,5,7,6,6,6,6,6,5,6,6,6,4,6,6,2,6,6,2,2,6,7,7,4,7,7,6,5,5,2,2,2,2,2,6,2,3,1,1,1,2
126,26,1,6,,5,2,Lira,Mid Northern,1,1,1,3,6,2,1,3,1,1,1,2,1,2,1,2,1,1,2,1,2,2,2,Surgical mask,,6,2,1,1,1,1,1,1,1,1,1,2,Surgical masks,,6,6,6,7,7,6,6,6,7,6,,6,6,7,7,7,2,2,7,1,6,7,1,1,6,7,6,6,7,7,6,6,6,1,2,2,2,1,1,1,1,1,1,1,1
127,58,1,6,,1,1,Kampala,Kampala,1,1,3,7,3,2,1,2,1,1,1,2,1,2,1,2,1,1,2,1,1,2,1,KN95,Cloth masks ,2,1,1,2,1,2,1,1,1,2,1,2,KN95,,7,7,7,7,7,1,2,1,7,2,2,1,1,7,7,7,1,1,7,7,1,7,7,7,7,7,7,2,7,7,7,1,7,4,5,2,2,5,2,1,1,2,2,2,2
128,27,2,7,Laboratory Technician,1,1,Kampala,Kampala,1,1,2,1,6,2,2,1,1,1,1,2,1,1,1,2,1,1,2,1,1,2,2,Surgical mask,,4,2,1,1,1,1,1,1,1,1,1,2,Surgical masks,,7,6,5,6,6,6,6,5,7,6,6,6,4,7,7,7,5,6,7,3,3,7,3,7,6,7,6,4,7,6,6,5,5,4,4,4,4,3,5,1,2,1,1,1,1
129,60,1,6,,1,1,Kampala,Kampala,1,1,3,8,3,1,2,2,1,2,,,1,1,1,1,1,1,2,1,1,2,1,Surgical mask,Cloth masks ,6,6,1,1,1,1,1,1,1,1,1,2,Surgical masks,,6,5,6,7,7,6,6,2,7,6,6,6,2,6,6,6,6,6,6,6,6,6,1,6,6,7,6,5,6,6,5,6,6,2,3,2,2,2,5,2,2,1,1,1,1
130,26,1,5,,8,2,Wakiso,Central 1,1,1,1,3,3,2,1,1,1,1,2,,1,1,1,1,1,1,1,1,1,2,2,Surgical mask,,6,6,1,1,1,1,1,1,1,1,1,1,Surgical masks,Cloth masks ,7,6,7,7,7,7,6,5,7,6,7,7,6,7,6,7,7,4,7,6,7,7,7,7,7,7,7,5,7,7,2,1,6,3,4,1,5,5,1,2,1,1,1,1,1
131,26,1,5,,8,2,Wakiso,Central 1,1,1,1,3,3,2,1,1,1,1,2,,1,1,1,1,1,1,1,1,1,2,2,Surgical mask,,6,6,1,1,1,1,1,1,1,1,1,1,Surgical masks,Cloth masks ,7,6,7,7,7,7,6,5,7,6,7,7,6,7,6,7,7,4,7,6,7,7,7,7,7,7,7,5,7,7,2,1,6,3,4,1,5,5,1,2,1,1,1,1,1
132,52,1,5,,8,2,Wakiso,Central 1,1,1,1,3,2,2,1,1,1,1,2,,1,2,1,1,1,1,2,2,1,3,2,Surgical mask,,6,6,1,2,1,2,1,1,2,2,1,2,Surgical masks,,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,2,2,2,3,2,2,2,1,1,1,1
