,d_carer_b,consent,willing,d_region_c_o,d_age_i,d_gender,d_edu_c_o,d_hosp_c_u,d_marital_c_u,d_chdn_i,d_job_role_c_u,d_work_unit_c_u,d_contact_freq_i,d_job_type_c_u,d_training_years_i,d_aware_novel,d_getting_infected,d_contacting_coronavirus,d_consider_yourself,e_ever_worked_c_u,e_ever_cared_c_u,e_ever_contact_c_u,e_do_care_c_o,e_contact_type_c_o,e_aerosol_c_o,i_n95_c_o,i_mask_c_o,i_hand_hyg_c_o,i_gown_c_o,i_apron_c_o,i_full_suit_c_o,i_gloves_c_o,i_eye_protect_c_o,i_sing_use_eqps_c_o,s_can_manage_c_o,s_cont_mge_c_o,s_ipc_skill_c_o,s_received_training,s_can_don_c_o,s_can_followc_o,s_can_protect_c_0,s_is_proected,s_is_straining_c_o,s_will_use_c_o,s_risk_concd_c_o,s_fam_concd_c_o,s_is_afraid_c_o,s_accept_c_o,s_my_ctrl_c_o,b_manage,b_honest_manage,b_dir_interest
42,Yes,Yes,Yes,Yaounde,42,Female,Post-Secondary School/SSS/SHS Certificate,Unlucrative private Health facility,Living alone,4,Non clinical,Other,Almost every day of the month,Long-Term Contract (>12mths),11 to 15 years,Yes,[7] Extremely likely,[7] Extremely likely,[7] Extremely likely,No,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree
43,NA,Yes,Yes,Yaounde,33,Male,First University Degree,Unlucrative private Health facility,Living with another (Married - Partnership),4,Nurse,Other,Almost every day of the month,Long-Term Contract (>12mths),6 to 10 years,Yes,[1]  Extremely unlikely,[1]  Extremely unlikely,[1]  Extremely unlikely,Yes,Yes,Yes,Yes,Direct Contact with COVID-19 patients,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree
44,Yes,Yes,Yes,Yaounde,26,Female,First University Degree,Unlucrative private Health facility,Living alone,1,Nurse,Other,Almost every day of the month,Voluntary,< 1 year,Yes,[7] Extremely likely,[7] Extremely likely,[7] Extremely likely,No,No,Unsure,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree
45,Yes,Yes,Yes,Yaounde,21,Female,High School Diploma,Unlucrative private Health facility,Living alone,1,Nurse,Maternity,Almost every day of the month,Voluntary,< 1 year,Yes,[1]  Extremely unlikely,[1]  Extremely unlikely,[1]  Extremely unlikely,No,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree
46,Yes,Yes,Yes,Yaounde,34,Female,First University Degree,Unlucrative private Health facility,Living with another (Married - Partnership),5,Nurse,Other,Almost every day of the month,Voluntary,< 1 year,Yes,[7] Extremely likely,[7] Extremely likely,[1]  Extremely unlikely,No,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree
47,Yes,Yes,Yes,Yaounde,26,Female,Masters,Unlucrative private Health facility,Living with another (Married - Partnership),4,Nurse,Other,Almost every day of the month,Long-Term Contract (>12mths),6 to 10 years,Yes,[7] Extremely likely,[7] Extremely likely,[7] Extremely likely,No,No,Yes,Yes,Direct Contact with COVID-19 patients,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
48,Yes,Yes,Yes,Yaounde,33,Female,Masters,Lucrative private health Facility,Living alone,1,Medical Doctor,Outpatient department,Almost every day of the month,Casual or locum staff,6 to 10 years,Yes,[7] Extremely likely,[1]  Extremely unlikely,[1]  Extremely unlikely,Yes,Yes,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree
49,Yes,Yes,Yes,Yaounde,25,Female,First University Degree,Unlucrative private Health facility,Living alone,1,Nurse Assistant Clinical,Other,Almost every day of the month,Voluntary,< 1 year,Yes,[7] Extremely likely,[7] Extremely likely,[7] Extremely likely,No,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree
50,Yes,Yes,Yes,Yaounde,50,Male,Post-Secondary School/SSS/SHS Certificate,Unlucrative private Health facility,Living with another (Married - Partnership),More than 5,Non clinical,Other,Almost every day of the month,Long-Term Contract (>12mths),More than 15 years,Yes,[7] Extremely likely,[7] Extremely likely,[7] Extremely likely,Yes,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree
51,Yes,Yes,Yes,Yaounde,30,Male,First University Degree,Lucrative private health Facility,Living alone,1,Nurse,Medical Unit,Almost every day of the month,Part time,< 1 year,Yes,[7] Extremely likely,[1]  Extremely unlikely,[7] Extremely likely,No,No,Unsure,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree
52,Yes,Yes,Yes,Yaounde,28,Male,First University Degree,Lucrative private health Facility,Living alone,1,Allied health professionals,Maternity,Almost every day of the month,Short-term contract (< 13mths),2 to 5  years,Yes,[1]  Extremely unlikely,[1]  Extremely unlikely,[1]  Extremely unlikely,Yes,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree
53,Yes,Yes,Yes,Yaounde,24,Female,First University Degree,Lucrative private health Facility,Living alone,1,Nurse Assistant Clinical,Outpatient department,Almost every day of the month,Part time,< 1 year,No,[7] Extremely likely,[7] Extremely likely,[7] Extremely likely,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree
54,Yes,Yes,Yes,Yaounde,28,Female,First University Degree,Lucrative private health Facility,Living with another (Married - Partnership),4,Nurse,Other,Almost every day of the month,Long-Term Contract (>12mths),6 to 10 years,Yes,[7] Extremely likely,[1]  Extremely unlikely,[7] Extremely likely,Yes,Yes,No,Yes,Direct Contact with COVID-19 patients,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree
55,Yes,Yes,Yes,Yaounde,25,Female,High School Diploma,Lucrative private health Facility,Living with another (Married - Partnership),3,Midwife,Maternity,Almost every day of the month,Part time,< 1 year,Yes,[7] Extremely likely,[1]  Extremely unlikely,[1]  Extremely unlikely,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
56,Yes,Yes,Yes,Yaounde,27,Female,First University Degree,Lucrative private health Facility,Living with another (Married - Partnership),3,Midwife,Maternity,Almost every day of the month,Prefer not to say,< 1 year,Yes,[1]  Extremely unlikely,[1]  Extremely unlikely,[1]  Extremely unlikely,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Neither Agree nor Disagree,Strongly Agree
57,Yes,Yes,Yes,Yaounde,27,Female,First University Degree,Lucrative private health Facility,Living alone,1,Midwife,Maternity,Almost every day of the month,Prefer not to say,2 to 5  years,Yes,[6],[6],[5],No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree
58,Yes,Yes,Yes,Yaounde,30,Female,Other,Unlucrative private Health facility,Living with another (Married - Partnership),2,Nurse,Other,Almost every day of the month,Prefer not to say,2 to 5  years,Yes,[5],[5],[5],No,Yes,No,Yes,Direct Contact with COVID-19 patients,No,Yes,No,Yes,No,No,No,Yes,No,Yes,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree
59,NA,Yes,Yes,Yaounde,27,Male,Masters,Lucrative private health Facility,Living alone,1,Allied health professionals,Other,Almost every day of the month,Fulltime,2 to 5  years,Yes,[7] Extremely likely,[2],[2],No,Unsure,Yes,Unsure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree
60,NA,Yes,Yes,Yaounde,30,Male,Secondary School/SHS/SSS or Lower,Lucrative private health Facility,Living with another (Married - Partnership),4,Non clinical,Other,Never,Long-Term Contract (>12mths),< 1 year,Yes,[1]  Extremely unlikely,[1]  Extremely unlikely,[4],No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree
61,Yes,Yes,Yes,Yaounde,20,Male,High School Diploma,Lucrative private health Facility,Living with another (Married - Partnership),2,Non clinical,Other,Never,Long-Term Contract (>12mths),< 1 year,Yes,[1]  Extremely unlikely,[3],[4],No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree
62,NA,Yes,Yes,Yaounde,56,Male,High School Diploma,Unlucrative private Health facility,Living with another (Married - Partnership),4,Non clinical,Other,Never,Long-Term Contract (>12mths),< 1 year,Yes,[3],[4],[4],No,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Strongly Agree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,Neither Agree nor Disagree
63,NA,NA,Yes,Yaounde,56,Male,Secondary School/SHS/SSS or Lower,Unlucrative private Health facility,Living with another (Married - Partnership),4,Non clinical,Other,Never,Fulltime,< 1 year,Yes,[2],[2],[2],No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree
64,Yes,Yes,Yes,Yaounde,29,Male,High School Diploma,Unlucrative private Health facility,Living alone,1,Non clinical,Other,Never,Fulltime,< 1 year,Yes,[2],[6],[3],No,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree
65,Yes,Yes,Yes,Yaounde,29,Male,High School Diploma,Unlucrative private Health facility,Living with another (Married - Partnership),2,Non clinical,Other,Never,Fulltime,< 1 year,Yes,[2],[5],[6],No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree
66,NA,Yes,Yes,Yaounde,25,Female,Other,Unlucrative private Health facility,Living with another (Married - Partnership),2,Physician Assistant,Maternity,Never,Fulltime,< 1 year,Yes,[5],[5],[4],No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Strongly Agree
67,NA,Yes,Yes,Yaounde,26,Female,Post-Secondary School/SSS/SHS Certificate,Unlucrative private Health facility,Living alone,1,Nurse,Maternity,Never,Part time,< 1 year,Yes,[5],[5],[2],Unsure,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Disagree,Somewhat Disagree,Strongly Disagree
68,NA,Yes,Yes,Yaounde,18,Male,Secondary School/SHS/SSS or Lower,Unlucrative private Health facility,Prefer not to say,1,Non clinical,Other,Never,Long-Term Contract (>12mths),2 to 5  years,Yes,[6],[2],[7] Extremely likely,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree
69,Yes,Yes,Yes,Yaounde,21,Female,PhD,Unlucrative private Health facility,Living alone,1,Allied health professionals,Medical Unit,Never,Fulltime,2 to 5  years,Yes,[6],[3],[3],No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree
70,Yes,Yes,Yes,Yaounde,25,Female,High School Diploma,Lucrative private health Facility,Living alone,2,Nurse,Medical Unit,No more than three days during each week,Part time,2 to 5  years,Yes,[4],[3],[6],No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree
71,Yes,Yes,Yes,Yaounde,20,Female,High School Diploma,Lucrative private health Facility,Living alone,1,Nurse,Medical Unit,Almost every day of the month,Fulltime,< 1 year,Yes,[7] Extremely likely,[2],[5],No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Somewhat Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree
72,NA,Yes,Yes,Douala,29,Female,Other,Lucrative private health Facility,Living alone,1,Nurse,Other,Just about one day during each week,Long-Term Contract (>12mths),6 to 10 years,Yes,[5],[5],[5],No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree
73,Yes,Yes,Yes,Douala,25,Female,Masters,Lucrative private health Facility,Living alone,1,Physician Assistant,Medical Unit,Almost every day of the month,Long-Term Contract (>12mths),< 1 year,No,[6],[2],[5],No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Agree,Somewhat Agree
74,Yes,Yes,Yes,Douala,30,Female,First University Degree,Lucrative private health Facility,Living with another (Married - Partnership),3,Nurse,Medical Unit,Almost every day of the month,Fulltime,6 to 10 years,Yes,[5],[5],[2],No,No,Yes,Yes,Direct Contact with COVID-19 patients,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Strongly Disagree
