record_id,d_carer_b,consent,willing,d_age_i,gender,d_marital_c_u,d_edu_c_o,d_educ_other,d_chdn_i,d_region_c_o,d_hosp_c_u,d_job_role_c_u,d_work_unit_c_u,d_contact_freq_i,d_job_type_c_u,d_training_years_i,e_ever_worked_c_u,e_ever_cared_c_u,e_ever_contact_c_u,e_do_care_c_o,e_contact_type_c_o,e_aerosol_c_o,i_n95_c_o,i_mask_c_o,i_hand_hyg_c_o,i_gown_c_o,i_apron_c_o,i_full_suit_c_o,i_gloves_c_o,i_eye_protect_c_o,i_sing_use_eqps_c_o,s_can_manage_c_o,s_cont_mge_c_o,s_ipc_skill_c_o,s_received_training,s_can_don_c_o,s_can_followc_o,s_can_protect_c_0,s_is_proected,s_is_straining_c_o,s_will_use_c_o,s_proto_exists_c_o,s_can_access_ppe_c_o,s_has_iso_fac,s_know_cont_c_o,s_get_supp_c_o,s_coll_follow_c_o,s_expected_i_fllw_c_o,s_enco_supp_c_o,s_risk_concd_c_o,s_fam_concd_c_o,s_is_afraid_c_o,s_accept_c_o,s_my_ctrl_c_o,s_alcohol_c_o,r_n95_c_o,r_surg_mask_c_o,r_fluid_gown_c_o,r_disp_apron_c_o,r_disp_gloves_c_o,r_full_suit_c_o,r_eye_prot_c_o,w_cheer_c_o,w_calm_c_o,w_active_c_o,w_rested_c_o,w_interest_c_o,f_cmpt_c_o,f_hnst_c_o,f_best_int_c_o,e_c19_exp_c_o,e_risk_assess_c_o,e_risk_level_b,e_did_isolate_b,e_isolate_days_ch,e_exp_loc_c_u,e_c19_test_b,e_test_results_c_o,e_pos_mgmt_c_u
2666,1,1,1,29,1,1,4,,0,7,2,1,5,1,6,5,0,0,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,-1,2,2,2,2,2,2,2,2,2,-2,-2,-2,2,2,4,4,4,4,4,4,4,4,3,3,3,2,3,2,2,2,1,1,1,0,,1,1,0,
3824,1,1,1,60,2,2,6,,0,2,2,1,6,3,6,32,1,0,1,1,1,,,,,,,,,,,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,-2,2,1,4,4,4,4,4,4,4,4,3,3,3,2,3,2,2,2,1,0,,,,1,0,,
3733,1,1,1,29,2,2,5,,1,2,8,1,1,1,6,4,1,1,1,1,1,,,,,,,,,,,2,2,2,2,1,2,2,2,-1,2,2,2,2,2,2,2,2,2,1,2,-2,2,-1,4,4,4,4,4,4,4,4,3,3,3,2,3,2,2,2,1,,,,,1,0,,
1462,1,1,1,26,,1,4,,0,2,7,3,12,1,6,2,0,1,1,1,2,0,1,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,2,2,4,4,4,4,4,4,4,4,3,3,3,2,3,2,0,2,1,1,1,1,10,3,1,0,
2863,1,1,1,31,2,2,4,,1,2,6,1,7,1,6,6,0,0,1,1,2,0,1,1,1,1,0,1,1,1,1,1,1,1,2,2,2,2,2,-2,2,2,2,2,2,0,1,2,0,0,0,-2,2,1,4,4,4,4,4,4,4,4,3,3,3,2,3,1,2,2,1,1,1,0,,1,1,0,
2459,1,1,1,26,2,1,4,,0,7,2,1,4,1,2,3,0,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,0,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,1,2,-2,2,-1,4,4,4,4,4,4,4,4,3,3,3,2,2,2,2,2,1,0,,,,1,1,0,
4216,1,1,1,40,2,1,4,,3,4,4,9,11,1,6,17,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-2,-2,-1,-2,-2,-2,-2,-2,2,-2,1,4,4,4,4,4,4,4,4,3,3,3,2,2,1,0,1,1,1,2,,,1,1,0,
1069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,1,1,-2,2,1,4,4,4,4,4,4,4,4,3,3,3,2,2,0,1,2,1,1,1,0,,1,1,0,
1070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,1,1,-2,2,1,4,4,4,4,4,4,4,4,3,3,3,2,2,0,1,2,1,1,1,0,,1,1,0,
4158,1,1,1,33,2,1,4,,0,3,6,1,2,1,6,7,0,1,1,1,2,0,1,0,1,1,1,0,1,1,1,1,0,2,1,1,1,1,1,1,2,1,1,2,2,1,1,2,2,2,2,-1,2,0,4,4,4,4,4,4,4,4,3,3,3,2,1,1,-1,-1,1,0,,,,1,1,,
4627,1,1,1,29,2,0,4,,0,14,2,1,1,1,6,5,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,0,1,-2,2,-2,4,4,4,4,4,4,4,4,3,3,3,1,3,2,2,1,1,1,2,,,1,1,0,
2590,1,1,1,31,2,2,4,,1,7,2,1,1,2,6,5,0,0,0,0,,,,,,,,,,,,2,2,2,1,2,2,2,2,-1,2,2,2,2,2,2,2,2,2,2,2,-2,2,1,4,4,4,4,4,4,4,4,3,3,3,1,3,2,2,-2,1,1,2,,,,1,0,
4090,1,1,1,32,2,2,4,,1,7,8,1,1,3,0,7,0,0,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,1,1,2,2,2,2,0,1,1,4,4,4,4,4,4,4,4,3,3,3,1,3,1,2,2,2,,,,,,1,0,
3962,0,1,1,45,2,0,,,1,7,2,2,2,1,6,22,0,0,0,0,,,,,,,,,,,,1,1,1,1,1,1,1,1,-2,1,2,1,1,1,2,2,2,2,1,0,-1,0,1,4,4,4,4,4,4,4,4,3,3,2,3,3,2,2,2,2,,,,,,1,0,
815,1,1,1,42,2,0,4,,0,2,4,3,7,1,6,8,1,2,1,1,1,,,,,,,,,,,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,2,1,4,4,4,4,4,4,4,4,3,3,2,3,3,2,2,2,2,,,,,,1,0,
392,1,1,1,32,2,2,4,,2,7,5,1,1,2,1,4,0,1,1,1,1,,,,,,,,,,,2,2,2,2,2,2,2,2,-2,2,2,1,2,1,-1,1,2,2,1,1,-2,2,2,4,4,4,4,4,4,4,4,3,3,2,3,2,2,-1,-1,1,0,,,,1,0,,
4287,1,1,1,24,1,0,3,,4,2,8,4,7,1,4,2,1,1,0,0,,,,,,,,,,,,2,2,1,-1,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,-2,1,2,4,4,4,4,4,4,4,4,3,3,2,2,3,2,2,2,2,,,,,,1,-1,
1036,1,1,1,22,1,1,4,,8,2,7,9,13,1,0,1,0,0,0,0,,,,,,,,,,,,0,0,1,2,0,2,2,1,2,2,2,2,2,-1,2,2,2,1,0,2,-2,2,2,4,4,4,4,4,4,4,4,3,3,2,2,3,1,2,2,3,,,,,,0,,
1630,1,1,1,53,,0,5,,1,7,7,,1,1,0,30,0,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,2,-1,1,1,1,1,1,2,2,2,1,2,1,1,2,2,2,2,-2,2,2,4,4,4,4,4,4,4,4,3,3,2,2,3,1,1,2,1,1,2,,,1,1,0,
1031,1,1,1,26,,1,4,,0,7,7,9,6,1,6,20,0,1,1,1,1,,,,,,,,,,,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,-2,4,4,4,4,4,4,4,4,3,3,2,2,3,0,1,1,2,,,,,,1,0,
421,1,1,1,34,2,2,4,,2,7,3,1,5,2,6,5,1,0,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,-1,4,4,4,4,4,4,4,4,3,3,2,2,2,2,1,2,,,,,,,1,0,
1979,1,1,1,41,,2,4,,4,2,1,9,9,1,6,4,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,-2,2,2,4,4,4,4,4,4,4,4,3,3,2,2,2,1,1,1,1,1,2,,,1,1,1,3
4165,1,1,1,35,2,2,4,,3,6,5,2,1,1,6,10,1,0,1,1,1,,,,,,,,,,,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,-2,2,2,4,4,4,4,4,4,4,4,3,3,2,1,3,2,2,2,2,,,,,,0,,
1086,1,1,1,44,1,2,3,Midwifery training school and senior secondary school,4,7,5,5,6,1,6,20,0,0,1,0,,,,,,,,,,,,2,0,2,0,2,2,2,2,-2,2,2,2,-2,2,2,2,2,2,-2,2,-2,2,2,4,4,4,4,4,4,4,4,3,2,3,2,3,-2,2,2,2,,,,,,0,,
4374,1,1,1,40,2,2,4,,6,,6,2,7,1,6,40,1,1,0,0,,,,,,,,,,,,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,-2,2,2,2,2,2,-2,2,2,4,4,4,4,4,4,4,4,3,2,3,2,2,-2,1,2,2,,,,,,0,,
2851,1,1,1,28,1,1,4,,0,7,1,1,1,1,6,3,0,1,1,1,2,0,1,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,-2,2,2,2,2,2,2,2,2,2,0,1,-2,1,1,4,4,4,4,4,4,4,4,3,2,2,3,2,2,2,2,1,1,1,1,14,1,1,0,
4643,1,1,1,45,2,2,4,,0,7,2,2,2,1,6,23,1,0,1,0,,,,,,,,,,,,2,1,1,1,1,1,1,1,-2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,4,4,4,4,4,4,4,4,3,2,2,2,3,2,2,2,2,,,,,,1,0,
4378,1,1,1,34,1,2,4,,0,7,4,1,5,1,6,3,0,2,0,0,,,,,,,,,,,,2,2,2,2,2,2,2,2,-2,2,2,2,2,2,2,1,2,2,2,2,-2,2,2,4,4,4,4,4,4,4,4,3,2,2,2,3,2,2,2,,,,,,,0,,
1464,1,1,1,27,,2,4,,1,13,6,2,3,1,1,2,0,0,1,0,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,1,2,4,4,4,4,4,4,4,4,3,2,2,2,2,2,2,1,1,1,1,0,,1,0,,
4192,1,1,1,34,1,2,3,,3,15,4,9,10,1,6,10,1,0,1,0,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,3,2,2,2,2,1,1,1,2,,,,,,0,,
3771,1,1,1,34,1,2,3,,4,2,2,4,5,1,6,4,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,-2,2,2,4,4,4,4,4,4,4,4,3,2,2,1,0,2,-2,-1,1,1,1,0,,1,0,,
1087,1,1,1,28,,1,5,,0,15,6,9,11,1,6,4,1,1,1,1,2,0,1,0,1,1,1,1,1,1,1,2,2,2,,2,2,2,2,-2,2,2,2,2,2,1,2,2,2,2,2,-1,1,2,3,4,4,4,4,4,4,4,3,2,1,3,,2,-2,0,1,,,,,1,1,0,
2010,1,1,1,34,,2,7,,2,7,7,3,12,1,6,10,1,1,1,1,3,,,,,,,,,,,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,,0,2,-2,-2,4,4,4,4,4,4,4,4,3,1,3,3,1,0,0,0,2,,,,,,0,,
3094,1,1,1,65,2,2,5,,0,7,8,1,1,1,6,35,1,0,1,0,,,,,,,,,,,,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,4,4,4,4,4,4,4,4,2,3,3,3,3,2,2,2,3,,,,,,1,0,
4172,1,1,1,26,2,1,3,,0,8,4,9,11,1,6,2,1,1,1,1,3,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,4,4,4,4,4,4,4,4,2,3,3,3,3,2,2,2,2,,,,,,0,,
2026,1,1,1,29,,1,3,,1,3,4,9,7,1,6,1,0,0,0,0,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,2,3,3,3,3,2,2,2,2,,,,,,0,,
3633,1,1,1,37,2,2,4,,1,7,2,1,3,1,6,12,1,1,1,1,1,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,2,3,3,3,3,2,2,2,1,0,,,,,1,0,
4182,1,1,1,26,2,1,3,,0,8,4,9,11,1,6,2,0,1,1,1,3,,,,,,,,,,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,4,4,4,4,4,4,4,4,2,3,3,3,3,1,1,1,2,,,,,,0,,
110,1,1,1,25,1,1,4,,0,2,7,9,6,2,6,3,0,1,1,1,1,,,,,,,,,,,-1,-1,2,2,1,2,2,0,-1,1,2,2,1,2,-2,2,2,2,2,2,1,2,-2,4,4,4,4,4,4,4,4,2,3,3,3,2,0,1,2,2,,,,,,1,0,
466,1,1,1,32,1,2,2,Enrolled nurse,0,2,6,7,2,1,6,9,0,1,1,0,,,,,,,,,,,,-2,-2,2,2,2,2,2,2,-2,2,2,2,1,2,2,1,2,2,2,2,-2,2,2,4,4,4,4,4,4,4,4,2,3,3,3,1,2,-2,1,2,,,,,,0,,
2167,1,1,1,34,,1,7,In school,0,7,8,3,12,1,6,10,2,0,2,0,,,,,,,,,,,,2,2,1,1,1,2,1,2,1,2,2,2,2,2,0,2,2,2,2,2,-2,2,0,4,4,4,4,4,4,4,4,2,3,3,2,3,2,2,2,3,,,,,,0,,
2168,1,1,1,34,,1,7,In school,0,7,8,3,12,1,6,10,2,0,2,0,,,,,,,,,,,,2,2,1,1,1,2,1,2,1,2,2,2,2,2,0,2,2,2,2,2,-2,2,0,4,4,4,4,4,4,4,4,2,3,3,2,3,2,2,2,3,,,,,,0,,
1251,1,1,1,36,,2,4,,2,7,8,9,11,5,6,12,1,1,1,1,2,1,1,1,1,1,0,0,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,4,4,4,4,4,4,4,4,2,3,2,3,3,1,2,2,2,,,,,,0,,
4392,1,1,1,40,2,2,4,,6,6,6,2,7,1,6,40,1,0,1,0,,,,,,,,,,,,-2,-1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,-2,2,2,4,4,4,4,4,4,4,4,2,3,2,3,0,2,2,2,2,,,,,,0,,
2333,1,1,1,34,,1,7,Student,0,7,8,3,12,1,6,10,0,0,2,0,,,,,,,,,,,,2,2,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,-2,2,1,4,4,4,4,4,4,4,4,2,3,2,2,3,2,2,2,3,,,,,,0,,
1957,1,1,1,26,,1,4,,0,7,1,9,11,2,1,1,0,1,2,2,,,,,,,,,,,,0,0,2,2,2,2,2,2,-1,2,2,2,2,2,2,2,2,2,2,2,-2,2,2,4,4,4,4,4,4,4,4,2,3,2,2,3,2,2,2,2,,,,,,0,,
1344,1,1,1,36,,1,4,,0,2,6,9,11,1,6,7,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,-1,2,2,2,2,2,2,2,2,2,2,2,-1,0,2,4,4,4,4,4,4,4,4,2,3,2,2,3,2,2,2,1,1,2,,,1,1,0,
4255,1,1,1,31,1,2,5,,2,7,2,1,9,2,6,6,0,0,2,0,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,0,2,2,4,4,4,4,4,4,4,4,2,3,2,2,2,2,2,2,2,,,,,,0,,
3750,1,1,1,42,2,2,4,,2,7,2,2,2,1,6,20,1,0,1,1,2,1,1,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,0,2,2,2,2,2,1,2,2,2,2,2,-1,1,1,4,4,4,4,4,4,4,4,2,3,2,1,3,2,2,2,1,1,1,1,14,1,1,0,
3233,1,1,1,28,2,0,4,,0,7,1,1,,2,6,4,1,1,1,1,1,,,,,,,,,,,2,2,2,1,2,2,2,2,-1,2,2,-1,2,-2,2,2,2,2,2,2,-2,2,2,4,4,4,4,4,4,4,4,2,3,2,1,2,2,1,2,2,,,,,,1,0,
4542,1,1,1,30,2,2,4,"BSC, MBCHB",0,2,7,1,7,1,2,4,0,0,1,1,2,0,1,0,1,0,0,1,1,1,1,2,2,2,2,1,1,2,2,1,2,2,2,2,2,0,2,2,1,1,2,-1,2,-1,4,4,4,4,4,4,4,4,2,3,1,3,3,2,2,2,1,1,2,,,2,1,1,3
1946,1,1,1,25,,1,3,,7,7,5,9,9,1,3,2,1,1,1,1,1,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-2,2,2,4,4,4,4,4,4,4,4,2,2,3,3,3,2,2,2,2,,,,,,0,,
1227,1,1,1,36,,1,4,,0,2,7,9,11,1,6,7,1,1,1,1,2,0,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,1,1,2,4,4,4,4,4,4,4,4,2,2,3,3,3,2,2,2,1,1,2,,,1,1,0,
1012,1,1,1,36,1,1,3,,1,2,3,7,5,1,6,7,1,0,1,0,,,,,,,,,,,,1,1,1,1,1,1,1,1,-2,1,1,1,1,1,2,1,1,1,1,1,-2,1,1,4,4,4,4,4,4,4,4,2,2,3,3,3,2,2,2,1,1,1,1,14,1,1,0,
1245,1,1,1,55,2,2,1,,1,6,4,4,1,1,6,31,0,0,1,0,,,,,,,,,,,,1,1,2,2,1,1,2,1,1,2,2,2,0,2,2,2,2,2,2,2,0,0,2,4,4,4,4,4,4,4,4,2,2,3,3,3,1,1,2,2,,,,,,0,,
4109,1,1,1,26,2,1,3,,0,8,4,9,11,1,6,4,1,1,1,1,3,,,,,,,,,,,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,4,4,4,4,4,4,4,4,2,2,3,3,2,1,1,1,2,,,,,,0,,
3732,1,1,1,34,2,2,4,,1,15,8,1,7,1,2,9,1,0,1,0,,,,,,,,,,,,2,2,2,1,1,2,2,1,0,2,2,2,2,2,2,2,2,2,1,1,0,2,1,4,4,4,4,4,4,4,4,2,2,3,2,3,2,2,2,2,,,,,,1,0,
643,1,1,1,29,,1,4,,0,7,1,3,12,4,5,5,0,0,1,0,,,,,,,,,,,,2,2,2,2,2,2,1,1,0,2,2,2,2,2,2,2,2,1,1,1,-2,1,2,4,4,4,4,4,4,4,4,2,2,3,2,3,2,2,2,2,,,,,,0,,
1004,1,1,1,25,2,0,4,,0,2,2,9,11,5,1,2,0,0,1,0,,,,,,,,,,,,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,-1,4,4,4,4,4,4,4,4,2,2,3,2,3,2,2,1,2,,,,,,0,,
44,1,1,1,55,,2,5,,3,2,4,1,7,1,6,23,1,0,1,1,2,0,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,-1,1,1,4,4,4,4,4,4,4,4,2,2,3,2,2,2,1,1,1,1,1,0,,1,0,,
3218,1,1,1,27,2,0,4,,0,2,4,1,6,1,0,2,0,0,1,2,,,,,,,,,,,,2,2,2,2,2,1,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,2,2,3,2,2,1,1,2,2,,,,,,0,,
2506,1,1,1,45,2,2,4,MBChB,3,7,2,1,1,4,6,15,0,0,1,0,,,,,,,,,,,,2,2,2,1,1,2,2,2,0,2,2,2,2,2,1,1,2,1,-1,2,-2,1,2,4,4,4,4,4,4,4,4,2,2,3,1,2,2,1,1,3,,,,,,0,,
203,1,1,1,27,2,1,4,,0,7,5,1,7,1,3,2,0,0,1,1,2,0,1,0,1,1,1,0,1,1,1,1,1,2,2,2,2,2,2,-1,2,1,2,2,1,2,2,2,2,1,1,-1,1,-2,4,4,4,4,4,4,4,4,2,2,2,3,3,2,2,2,2,,,,,,0,,
1715,1,1,1,36,,1,4,,0,2,6,9,11,1,6,7,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,0,2,2,2,2,2,2,2,2,2,2,2,1,-1,2,4,4,4,4,4,4,4,4,2,2,2,3,3,2,2,1,1,1,2,,,1,1,0,
243,1,1,1,35,,0,5,,2,15,8,9,1,1,6,10,2,1,1,1,2,0,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,-2,2,2,2,2,2,0,2,2,2,2,2,-2,2,2,4,4,4,4,4,4,4,4,2,2,2,2,3,2,2,2,3,,,,,,1,-1,
493,1,1,1,43,2,2,6,,2,7,2,1,4,1,6,12,1,1,1,1,2,0,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,-2,2,2,2,2,2,2,2,2,2,1,1,-2,2,1,4,4,4,4,4,4,4,4,2,2,2,2,3,2,2,2,3,,,,,,0,,
3379,1,1,1,28,1,1,4,,0,7,1,1,3,2,6,3,0,0,1,1,1,,,,,,,,,,,2,2,2,2,2,1,2,2,-2,2,2,2,2,2,2,2,2,1,1,2,-1,-2,1,4,4,4,4,4,4,4,4,2,2,2,2,3,2,2,2,2,,,,,,1,0,
1043,1,1,1,27,1,2,5,,1,2,7,9,13,1,6,5,0,0,1,0,,,,,,,,,,,,2,2,2,2,2,2,2,2,-2,2,2,2,2,2,2,2,2,2,-2,1,-2,2,1,4,4,4,4,4,4,4,4,2,2,2,2,3,2,2,2,2,,,,,,0,,
1700,1,1,1,36,,1,4,,0,2,6,9,11,1,6,6,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,0,1,2,2,2,2,2,2,0,0,2,4,4,4,4,4,4,4,4,2,2,2,2,3,2,2,2,1,1,2,,,1,1,0,
954,1,1,1,43,,2,4,,4,7,8,9,13,1,6,25,1,1,1,1,2,0,1,0,1,1,0,1,1,1,1,1,1,2,2,2,2,2,1,1,2,2,2,2,2,-1,2,2,2,1,2,-2,2,1,4,4,4,4,4,4,4,4,2,2,2,2,3,2,2,2,1,1,1,0,,1,1,0,
1995,1,1,1,33,,1,5,,0,7,8,3,12,1,2,8,0,0,1,0,,,,,,,,,,,,2,1,2,1,0,2,1,0,0,2,2,1,1,1,0,2,2,2,0,0,-2,0,2,4,4,4,4,4,4,4,4,2,2,2,2,3,1,1,2,2,,,,,,0,,
3074,1,1,1,40,1,2,4,,1,7,8,1,1,1,6,18,1,0,0,0,,,,,,,,,,,,2,2,0,0,0,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,0,1,1,4,4,4,4,4,4,4,4,2,2,2,2,3,0,2,2,2,,,,,,1,0,
1968,1,1,1,56,,2,5,,2,7,4,3,12,1,6,23,1,0,1,1,1,,,,,,,,,,,2,2,2,2,-1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,3,,,,,,0,,
1999,1,1,1,56,,2,5,,2,7,4,3,12,1,6,23,1,0,1,1,1,,,,,,,,,,,2,2,2,2,-1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,3,,,,,,0,,
2667,1,1,1,38,2,0,5,,4,1,8,1,1,1,2,20,1,1,1,1,2,0,1,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,3,,,,,,0,,
3821,1,1,1,31,2,1,4,,0,2,4,9,11,1,6,5,0,1,0,0,,,,,,,,,,,,2,2,2,2,2,2,2,2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,,,,,,1,0,
4341,1,1,1,28,2,1,4,Tertiary ,0,7,1,1,5,1,6,5,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,2,2,1,2,2,-2,2,2,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,1,1,1,1,10,1,1,0,
2254,1,1,1,41,,2,5,,3,2,2,1,4,1,6,14,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,1,2,1,1,2,1,1,1,1,1,1,1,-2,2,0,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,1,1,1,0,,1,1,0,
2950,1,1,1,38,1,1,5,MGCP,0,7,2,1,3,1,6,10,1,1,1,1,2,0,1,1,1,1,1,0,1,1,1,2,2,2,2,2,2,2,2,-2,1,2,2,2,2,2,2,2,2,1,1,-2,1,0,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,1,1,1,0,,1,0,,
1987,1,1,1,34,,1,3,,11,7,4,9,9,1,2,3,1,0,1,0,,,,,,,,,,,,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,1,1,1,,,3,1,0,
1093,1,1,1,29,1,2,5,,0,7,4,1,5,1,6,3,0,0,1,1,2,0,1,0,1,1,0,1,1,1,1,2,2,2,2,2,2,2,2,-2,2,2,2,2,2,1,2,2,2,1,1,-2,1,1,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,1,1,1,,,1,1,0,
616,1,1,1,35,1,1,5,,4,7,2,9,10,1,2,6,0,1,1,1,3,,,,,,,,,,,2,2,-2,-1,-1,2,2,2,-2,2,2,2,2,2,1,1,2,2,1,2,0,0,-2,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,1,2,,,,,,0,,
2731,1,1,1,27,1,1,5,,0,7,4,1,1,2,6,4,0,1,1,1,1,,,,,,,,,,,2,2,2,2,2,2,2,2,-2,2,2,2,2,2,1,2,2,1,0,-2,-2,-2,-2,4,4,4,4,4,4,4,4,2,2,2,2,2,2,1,1,2,,,,,,0,,
2738,1,1,1,35,2,2,5,,3,7,2,1,13,1,6,10,0,0,1,1,2,0,1,0,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,1,1,1,2,1,1,1,0,1,1,4,4,4,4,4,4,4,4,2,2,2,2,2,2,1,1,,,,,,,1,0,
2522,1,1,1,30,1,1,4,,0,7,2,1,7,1,6,5,1,0,1,1,2,0,1,0,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,-2,2,2,2,2,2,0,1,2,2,0,1,-2,2,0,4,4,4,4,4,4,4,4,2,2,2,2,2,2,0,0,2,,,,,,1,0,
1951,1,1,1,27,,1,4,,1,2,5,9,8,1,2,3,1,1,1,0,,,,,,,,,,,,2,1,2,2,1,2,1,2,0,2,2,2,1,2,2,1,2,2,2,2,0,1,0,4,4,4,4,4,4,4,4,2,2,2,2,2,1,1,2,2,,,,,,0,,
394,,1,1,31,,1,4,,1,7,3,1,1,2,6,1,0,0,1,0,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,0,2,-1,4,4,4,4,4,4,4,4,2,2,2,2,2,1,1,1,3,,,,,,0,,
663,1,1,1,29,,1,1,,4,5,6,9,9,1,6,9,0,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,2,2,2,2,2,1,1,1,2,,,,,,0,,
